,url,description,title,label
19,https://thehackernews.com,"The Hacker News is the most trusted, widely-read infosec source of the latest hacking news, cyber attacks, computer security, and cybersecurity for ethical hackers, penetration testers, and information technology professionals.",The Hacker News - Cybersecurity News and Analysis,aman
20,https://quotegarden.com,"Large, searchable compilation of quotations arranged by topic. Inspirational, thought-provoking, humorous, literary, and special occasion quotes.",The Quote Garden,aman
21,https://popsci.com,"Awe-inspiring science reporting, technology news, and DIY projects. Skunks to space robots, primates to climates. That's Popular Science, 145 years strong.",Popular Science Homepage | Popular Science,aman
22,https://unsw.edu.au,UNSW is ranked 2nd in Australia and 27th in the world for Graduate Employability. Browse our range of study options and find the perfect one for you.,UNSW Sydney | One of the best universities in Australia,aman
23,https://collegeconfidential.com,"Real, unfiltered guidance on applying to college and exploring majors and careers.",Admissions | College Search | College Confidential,aman
24,https://bose.com,"The official Bose website. Learn about innovative solutions to help you feel more, do more and be more. Shop for headphones, speakers, wearables and wellness products.","Bose | Headphones, Speakers, Wearables",aman
25,https://slashgear.com,"SlashGear covers technology, science, automotive, gaming, and entertainment, bringing thought-provoking and independent insight since 2005",SlashGear,aman
26,https://newscientist.com,Science news and science articles from New Scientist,New Scientist | Science news and science articles from New Scientist,aman
27,https://mac-forums.com,Apple iOS OS Help | Fix Mac iPhone iPad | Buying Tips | Mac-Forums,Mac-Forums,aman
28,https://nature.com,"First published in 1869, Nature is the world’s leading multidisciplinary science journal. Nature publishes the finest peer-reviewed research that drives ground-breaking discovery, and is read by thought-leaders and decision-makers around the world.",Nature,aman
29,https://wolframalpha.com,"Compute answers using Wolfram's breakthrough technology & knowledgebase, relied on by millions of students & professionals. For math, science, nutrition, history, geography, engineering, mathematics, linguistics, sports, finance, music…",Wolfram|Alpha: Computational Intelligence,aman
30,https://sammobile.com,"SamMobile.com is a community for true Samsung fans sharing news, reviews, tutorials, hands-on and Kies Firmware. And having a lot ...",SamMobile - Your source for all Samsung news,aman
31,https://gatech.edu,"Georgia Tech (Georgia Institute of Technology) is a technology-focused college in Atlanta, Ga, and one of the top research universities in the USA.",Georgia Tech,aman
32,https://flurry.com,"Flurry is a mobile app analytics platform for Android & iOS that empowers product, development and growth experts to build better apps that users love.",Flurry | Mobile App Analytics Platform for Android & iOS,aman
33,https://theverge.com,"The Verge was founded in 2011 in partnership with Vox Media, and covers the intersection of technology, science, art, and culture. Its mission is to offer in-depth reporting and long-form feature stories, breaking news coverage, product information, and community content in a unified and cohesive manner. The site is powered by Vox Media's Chorus platform, a modern media stack built for web-native news in the 21st century.",The Verge,aman
34,https://sonymobile.com,"Temukan beragam produk berkualitas tinggi dari Sony dan teknologi yang mendukungnya, dapatkan akses instan ke toko dan Entertainment Network kami.",Sony Indonesia | Teknologi & Berita Terbaru | Elektronik | Hiburan | Sony ID,aman
35,https://cars.com,"Shop new & used cars, research & compare models, find local dealers/sellers,calculate payments, value your car, sell/trade in your car & more at Cars.com.","New Cars, Used Cars, Car Dealers, Prices & Reviews | Cars.com",aman
36,https://carid.com,Car Accessories and replacement Auto Parts that define your vehicle's true identity. Check out our automotive aftermarket selection for the ride of your life!,"CARiD.com - Auto Parts & Accessories | Car, Truck, SUV, Jeep",aman
37,https://ucl.ac.uk,UCL is consistently ranked as one of the top ten universities in the world (QS World University Rankings 2010-2022) and is No.2 in the UK for research power (Research Excellence Framework 2021).,UCL - London's Global University,aman
38,https://intel.com,"Intel's innovation in cloud computing, data center, Internet of Things, and PC solutions is powering the smart and connected digital world we live in.","Intel | Data Center Solutions, IoT, and PC Innovation",aman
39,https://radioshack.com,"The Shack Is Back! Shop Radios, Headphones, TV Antennas, Cables & Adapters, DIY Tools & Parts, Electronics Maker Kits, and much more brand new arrivals daily! Don't forget to visit any of our 450+ RadioShack locations across America!",RadioShack.com Official Site - America's Technology Store,aman
40,https://popularmechanics.com,"Popular Mechanics inspires, instructs and influences readers to help them master the modern world, whether it's practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science.","Popular Mechanics - Product Reviews, How-To, Space, Military, Math, Science, and New Technology",aman
41,https://italki.com,"italki is the best language learning community. Here you can learn over 150 languages like English, Spanish, French, Chinese, etc. with professional online tutors.",Learn 150+ foreign languages with professional teachers online,aman
42,https://nadaguides.com,"Research the latest new car prices, deals, used car values, specs and more. NADA Guides is the leader in accurate vehicle pricing and vehicle information.",New Car Prices and Used Car Book Values - NADAguides,aman
43,https://wiziq.com,Virtual Classroom and LMS Software to deliver live and self-paced online courses. Everything you need to teach and train online. Start now.,Virtual Classroom and LMS Software | WizIQ,aman
44,https://cuny.edu,The Greatest Urban University in the World,The City University of New York,aman
45,https://soft32.com,"Soft32, a pioneer of downloads and reviews website, delivers up-to-date software, free downloads and reviews for Windows, Mac, iPhone, iPad and Android.",Software Free Download - Soft32,aman
46,https://utah.edu,"Founded in 1850, The University of Utah is the flagship institution of higher learning in Utah, and offers over 100 undergraduate and more than 90 graduate degree programs to over 30,000 students. As a preeminent research and teaching institution, the University cultivates an academic environment in which the highest standards of intellectual integrity and scholarship are practiced.",The University of Utah,aman
47,https://indexmundi.com,IndexMundi is a data portal that gathers facts and statistics from multiple sources and turns them into easy to use visuals.,IndexMundi - Country Facts,aman
48,https://phoenix.edu,University of Phoenix offers online degrees & courses aligned to 300+ occupations. Explore tuition-saving opportunities at our accredited online college!,"Online College, Affordable & Always On | University of Phoenix",aman
49,https://harvard.edu,"Harvard University is devoted to excellence in teaching, learning, and research, and to developing leaders who make a difference globally.",Harvard University,aman
50,https://britannica.com,"Explore the fact-checked online encyclopedia from Encyclopaedia Britannica with hundreds of thousands of objective articles, biographies, videos, and images from experts.",Encyclopedia Britannica | Britannica,aman
51,https://mathworks.com,"MathWorks develops, sells, and supports MATLAB and Simulink products.",MathWorks - Makers of MATLAB and Simulink - MATLAB & Simulink,aman
52,https://blackboard.com,"Blackboard is a leading global educational technology solution for Higher Ed, K-12, business, and government, connecting education to the power of technology.",Educational Technology Services | Blackboard | North America,aman
53,https://oreillyauto.com,"Check out a variety of auto parts, supplies, and accessories for cars, trucks, and SUVs, as well as boats, trailers, ATVs, and lawn and garden equipment. Find an O'Reilly Auto Parts store near you, learn about store services, and view our current ad, coupons, and promotions. Get free shipping on orders $35.00+ and free in-store pickup for online orders.","O'Reilly Auto Parts | Auto Parts, Batteries & Stores Near You",aman
54,https://autocar.co.uk,"Car news, reviews, opinion and features from Autocar - the world's oldest car publication bringing you everything automotive since 1895",Autocar | Car News and Car Reviews,aman
55,https://netcarshow.com,The latest car news as well as a look at the automotive past with the best car pictures and wallpapers.,Cars - All Makes. All Models. - NetCarShow.com,aman
56,https://appleinsider.com,"For Apple News, Rumors, Reviews, Prices, and Deals, trust AppleInsider. Serving Apple product enthusiasts since 1997.","Apple News, Rumors, Reviews, Prices & Deals | AppleInsider",aman
57,https://uwaterloo.ca,"With more than 42,000+ students attending annually, Waterloo is #1 in Canada for experiential learning and employer-student connections.",Home | University of Waterloo | University of Waterloo,aman
58,https://maplin.co.uk,"We're back online with a huge range of Smart Home, Security, Gaming, AV, Computing, STEM & more. ✓ Free Home Delivery",maplin | the electronics specialist | FREE delivery over £20! | Maplin,aman
59,https://cambridge.org,"We unlock the potential of millions of people. Our qualiﬁcations, assessments, academic publications and original research spread knowledge and spark enquiry.",Home | Cambridge University Press & Assessment,aman
60,https://spellingcity.com,Improve knowedge of vocabulary words with spelling practice from VocabularySpellingCity. Our engaging phonics games for kids help students become spelling masters.,Vocabulary Words - Spelling Practice - Phonics Games for Kids,aman
61,https://livescience.com,"Live Science features groundbreaking developments in science, space, technology, health, the environment, our culture and history.","Live Science: The Most Interesting Articles, Mysteries & Discoveries",aman
62,https://nissanusa.com,"Shop online for the newest Nissan cars, trucks, crossovers, SUVs and electric vehicles. Explore offers, compare models, calculate payments and more.","New Cars, SUVs, Trucks & Electric Vehicles | Nissan USA",aman
63,https://acs.org,"ACS is one of the world’s largest scientific societies and the premier home of chemistry professionals. Find career opportunities, educational resources and more.",American Chemical Society,aman
64,https://sfsu.edu,"Official site of San Francisco State University, a public urban university with a conscience located in one of the world's most vibrant and beautiful cities. Begin your college search here for world-class undergraduate study, graduate study, scholarly research and community service learning.",San Francisco State University,aman
65,https://appadvice.com,Latest iPhone/iPad App News and Reviews,AppAdvice - Latest iOS News And Reviews,aman
66,https://geforce.com,"The world's most advanced graphics cards, gaming solutions, and gaming technology - from NVIDIA GeForce.","GeForce.com Official Site: RTX Graphics Cards, VR, Gaming, Laptops",aman
67,https://ucsb.edu,UC Santa Barbara is a leading center for teaching and research located on the California coast - truly a learning and living environment like no other!,Home | UC Santa Barbara,aman
68,https://thecarconnection.com,"Get the inside scoop on new cars: car reviews, car photos, test drive results, technical specs and more. Comprehensive car reviews from auto experts. Get expert opinions from new car test drives. Find cool cars and get inside exclusives on hot concept cars, spy shots with auto show blogging coverage and daily automotive industry news.","New Cars, Car Reviews, Car Shows, Car Photos - The Car Connection",aman
69,https://quickonlinetips.com,"Top tech blog publishing blogging tips, smart tech and web tutorials since 2004",Quick Online Tips / QOT,aman
70,https://honda.com,Explore an innovative line of quality products from American Honda Motor Company. Find the latest news and information on Honda and Acura brand products.,"American Honda Motor Co., Inc. - Official Site",aman
71,https://harley-davidson.com,"Situs resmi Harley-Davidson Motor Company. Lihat motor Harley terbaru, cari dealer, & telusuri komponen dan perlengkapan motor.",Harley-Davidson Indonesia,aman
72,https://udemy.com,"Udemy is an online learning and teaching marketplace with over 185,000 courses and 49 million students. Learn programming, marketing, data science and more.","Online Courses - Learn Anything, On Your Schedule | Udemy",aman
73,https://researchgate.net,Access 130+ million publications and connect with 20+ million researchers. Join for free and gain visibility by uploading your research.,ResearchGate | Find and share research,aman
74,https://brainyquote.com,"Share our collection of inspirational and famous quotes by authors you know and love. Share our Quotes of the Day on the web, Facebook, Twitter, and blogs.",Inspirational Quotes at BrainyQuote,aman
75,https://androidcentral.com,"Your buyer’s guide for the best Android phones, deals, news, and reviews! Android Central covers smartphones, watches, tablets, ChromeOS devices, Google Home, and all compatible peripherals in this smart world we're living in. Read all this and more on Android Central.","Android Central - News, Reviews, Deals & Help on all Android devices",aman
76,https://space.com,"Get the latest space exploration, innovation and astronomy news. Space.com celebrates humanity's ongoing expansion across the final frontier.","Space.com: NASA, Space Exploration and Astronomy News",aman
77,https://seagate.com,"Seagate membantu dunia menyimpan lebih banyak data dan memanfaatkan potensinya dengan terobosan layanan penyimpanan cloud, sistem, hard disk, hard disk solid state, serta solusi manajemen data lengkap.",Unggul dalam Solusi Penyimpanan Data Besar | Seagate Indonesia,aman
78,https://uiowa.edu,"Join a global community of renowned artists, pioneering scientists, and faculty dedicated to student success at the University of Iowa.",The University of Iowa,aman
79,https://ti.com,"Texas Instruments has been making progress possible for decades. We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips.",Analog | Embedded processing | Semiconductor company |  TI.com,aman
80,https://usgs.gov,"We provide science about the natural hazards that threaten lives and livelihoods; the water, energy, minerals, and other natural resources we rely on; the health of our ecosystems and environment; and the impacts of climate and land-use change. Our scientists develop new methods and tools to supply timely, relevant, and useful information about the Earth and its processes.",USGS.gov | Science for a changing world,aman
81,https://tomsguide.com,"Tom's Guide upgrades your life by helping you decide what tech to buy, showing you how to get the most out of it and solving problems as they arise. Tom's Guide is here to help you....","Tom's Guide | Tech Product Reviews, Top Picks and How To",aman
82,https://vw.com,"Find your new German-Engineered VW today. Customize your own VW model, engine, colors, and features - all based on your budget. Come see what's new.",VW.com | Official Home of Volkswagen Cars & SUVs,aman
83,https://ubc.ca,"The University of British Columbia is a global centre for research and teaching, consistently ranked among the top 20 public universities in the world.",The University of British Columbia,aman
84,https://mbusa.com,"Mercedes-Benz combines luxury with performance across the full line of models including luxury sedans, SUVs, coupes, roadsters, convertibles & more.","Luxury Cars - Sedans, SUVs, Coupes & Wagons | Mercedes-Benz USA",aman
85,https://si.edu,"Official website of the Smithsonian, the world's largest museum and research complex, with 19 museums, 9 research centers, and affiliates around the world.",Smithsonian Institution | Home,aman
86,https://oup.com,home,Oxford University Press - homepage,aman
87,https://geeksaresexy.net,"Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!","Geeks are Sexy Technology NewsGeeks are Sexy Technology News | Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!",aman
88,https://eslcafe.com,"Since 1995 Dave's ESL Cafe has been a meeting place for ESL/EFL students & teachers from around the world -  jobs,  a resume database, forums,  resources, & more!",Home Page -  ESL,aman
89,https://bibsonomy.org,The blue social bookmark and publication sharing system.,BibSonomy,aman
90,https://ucsc.edu,A world-class public research institution comprised of ten residential college communities nestled in the redwood forests and meadows overlooking central California's Monterey Bay.,"University of California, Santa Cruz",aman
91,https://craftsy.com,"Craftsy is your online resource for all creative makers, where you can find everything you need – from basic instruction to advanced techniques.",Craftsy.com | Express Your Creativity! | Engage your passion with Craftsy and learn to make something beautiful!,aman
92,https://otterbox.com,OtterBox designs protective and stylish phone cases as well as the best premium coolers and accessories. Shop now and see how OtterBox enables your everyday.,"OtterBox | Cases, Accessories & Outdoor Gear",aman
93,https://appbrain.com,"Grow your app business with AppBrain: Monetize, advertise and analyze Android apps","Monetize, advertise and analyze Android apps | AppBrain.com",aman
94,https://coursera.org,"Learn online and earn valuable credentials from top universities like Yale, Michigan, Stanford, and leading companies like Google and IBM. Join Coursera for free and transform your career with degrees, certificates, Specializations, & MOOCs in data science, computer science, business, and dozens of other topics.",Coursera | Online Courses & Credentials From Top Educators. Join for Free,aman
95,https://mashable.com,"Mashable is a global, multi-platform media and entertainment company.",Mashable,aman
96,https://mapquest.com,"Official MapQuest website, find driving directions, maps, live traffic updates and road conditions.  Find nearby businesses, restaurants and hotels. Explore!","Official MapQuest - Maps, Driving Directions, Live Traffic",aman
97,https://academia.edu,Academia.edu is a place to share and follow research.,Academia.edu - Share research,aman
98,https://readwrite.com,The Blog of Things,ReadWrite - The Blog of Things,aman
99,https://ets.org,"ETS is committed to advancing quality and equity in education for all people worldwide through assessment development, educational research, policy studies and more.",ETS Home,aman
100,https://samsung.com,"Samsung Store Indonesia membantu Anda menemukan jajaran produk elektronik dengan teknologi terkini termasuk smartphone, tablet, TV, peralatan rumah tangga.",Samsung Indonesia | Mobile | TV | Home Appliances,aman
101,https://citeulike.org,"Discover the top real money gambling sites. Ratings & reviews for players of online casinos and games, lottery, bingo, online poker, sports betting & esports.",Gambling Sites for Real Money: Best Online Gamble Sites 2022,aman
102,https://cargurus.com,Unbiased car reviews and over a million opinions and photos from real people. Use CarGurus to find the best used car deals.,"Buy & Sell Cars: Reviews, Prices, and Financing - CarGurus",aman
103,https://jalopnik.com,Drive free or die.,Jalopnik,aman
104,https://searchquotes.com,"Best collection of famous quotes and sayings on the web! Quotes from famous authors, movies and people. Amazing quotes to bring inspiration, personal growth, love and happiness to your everyday life.",Quotes and Sayings - SearchQuotes,aman
105,https://sciencemag.org,"Science/AAAS peer-reviewed journals deliver impactful research, daily news, expert commentary, and career resources.",Science | AAAS,aman
106,https://topspeed.com,"Topspeed offers daily industry news and reviews on cars, trucks, motorcycles, boats and airplanes.","Car News And Reviews, Videos, Wallpapers, Pictures, Free Online Games And More | Top Speed",aman
107,https://pistonheads.com,"The UK's biggest motoring forum, plus the best selection of cars for sale with car news and features. PistonHeads is where speed matters.",PistonHeads UK | Cars for Sale | Car News | Motoring Forum,aman
108,https://dmv.org,"DMV.ORG makes understanding the Department of Motor Vehicles simple. Get quick access to DMV locations & hours, appointments, renewals, forms, practice tests & more.",The DMV Made Simple - DMV.ORG,aman
109,https://osu.edu,"Discover Ohio State, the highest ranked public university in Ohio, is home to the Wexner Medical Center and world-class graduate and undergraduate programs.",The Ohio State University,aman
110,https://netgear.com,"At NETGEAR we turn ideas into innovative networking products that connect people, power businesses & advance the way we live. Easy to use. Powerful. Smart.",NETGEAR: Networking Products Made For You,aman
111,https://jhu.edu,"Johns Hopkins, founded in 1876, is America's first research university and home to nine world-class academic divisions working together as one university",Home | Johns Hopkins University,aman
112,https://ford.com,"Ford® is Built for America. Discover the latest lineup in new Ford vehicles! Explore hybrid & electric vehicle options, see photos, build & price, search inventory, view pricing & incentives & see the latest technology & news happening at Ford.","Ford® - New Hybrid & Electric Vehicles, SUVs, Crossovers, Trucks, Vans & Cars",aman
113,https://techpowerup.com,"Leading tech publication, with fast news, thorough reviews, and a strong community.",TechPowerUp,aman
114,https://autosport.com,"Daily Formula 1 and motorsport news from the leading weekly motor racing magazine. The authority on Formula One, F1, MotoGP, WRC, IndyCar, F2, WEC, Le Mans, NASCAR and more","Autosport - Formula 1, MotoGP and motorsport news & standings",aman
115,https://libertymutual.com,"Get your free insurance quote online from Liberty Mutual. Bundle your policies to save on auto, renters, home, motorcycle and more.",Customize your insurance coverage | Liberty Mutual,aman
116,https://toyota.com,"Explore the newest Toyota trucks, cars, SUVs, hybrids and minivans. See photos, compare models, get tips, calculate payments, and more.","New Cars, Trucks, SUVs & Hybrids | Toyota Official Site",aman
117,https://chevrolet.com,"Official Chevrolet site: see Chevy cars, trucks, crossovers &amp; SUVs - see photos/videos, find vehicles, compare competitors, build your own Chevy &amp; more.","Chevrolet Cars, Trucks, SUVs, Crossovers and Vans",aman
118,https://crutchfield.com,"Since 1974 we've provided Legendary Service to consumer electronics shoppers. Get FREE 2-day shipping, one-on-one advice, along with free lifetime tech support.","Crutchfield: Car Stereo and Audio, Speakers, Home Theater, Pro Audio, TVs",aman
119,https://cpubenchmark.net,"PassMark Software - CPU Benchmarks - Over 1 million CPUs and 1,000 models benchmarked and compared in graph form, updated daily!",PassMark Software - CPU Benchmark Charts,aman
120,https://gizmodo.com,We come from the future.,Gizmodo | Tech. Science. Culture.,aman
121,https://webpronews.com,"Breaking business news covering marketing, I.T., ecommerce & emerging trends like electric vehicles, solar energy, financial tech & space.","WebProNews - Digital Marketing, Technology, and Business News",aman
122,https://logitech.com,Beli online sekarang! Temukan pilihan jajaran Produk Logitech terbesar. Toko Online Resmi dengan penawaran eksklusif. Jaminan uang kembali. Berlangganan buletin kami.,"Logitech: Wireless Mouse, Keyboard, Headset, &amp; Konferensi Video",aman
123,https://wikimedia.org,Wikimedia is a global movement whose mission is to bring free educational content to the world.,Wikimedia,aman
124,https://ieee.org,IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.,IEEE - The world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.,aman
125,https://androidtablets.net,Android Tablets .net covers the full range of Android Tablet devices and other Android based PC's.,Android Tablet Forum,aman
126,https://autoblog.com,"Autoblog brings you car news; expert reviews of cars, trucks, crossovers and SUVs; and pictures and video. Research and compare vehicles, find local dealers, calculate loan payments, find your car's book value and get a service estimate at Autoblog.com.","New Cars, Used Cars for Sale, Car Reviews and Car News",aman
127,https://motortrend.com,"Trust MotorTrend for the best car reviews, news, car rankings, and much more. With more than 70 years of experience, we're your home for everything automotive.",MotorTrend: New Cars - Car News and Expert Reviews,aman
128,https://avforums.com,The No. 1 Home Entertainment Tech Community & Resource,AVForums | Home Entertainment Tech Resource and Community,aman
129,https://ijailbreak.com,"iJailbreak is an online resource for jailbreak and unlock iPhone, iPad, iPod Touch, Apple TV and iOS news. iJailbreak also covers Android, Microsoft, Google, PlayStation and provides guides and tutorials.",iJailbreak | Jailbreak And iOS News,aman
130,https://phandroid.com,"The world's first Android News Source, Phandroid.com covers Android news, reviews, and tips to help you get the most out of your smartphone or tablet.",Phandroid,aman
131,https://pornhub.com,"Pornhub is the world’s leading free porn site. Choose from millions of hardcore videos that stream quickly and in high quality, including amazing VR Porn. The largest adult site on the Internet just keeps getting better. We have more pornstars and real amateurs than anyone else. It’s fast, it’s free, it’s Pornhub!","Free Porn Videos & Sex Movies - Porno, XXX, Porn Tube | Pornhub",berbahaya
132,https://xvideos.com,XVIDEOS Free Porn Videos,Free Porn Videos - XVIDEOS.COM,berbahaya
133,https://xhamster.com,"Watch more than 5 million Porn Videos on xHamster for free. Stream new XXX tube movies online, browse sex photos, date girls to fuck at xHamster!",Free Porn Videos & Sex Tube Movies at xHamster,berbahaya
134,https://redtube.com,"Redtube brings you NEW porn videos every day for free. Enjoy our XXX movies in high quality HD resolution on any device. Get fully immersed with the latest virtual reality sex videos from top adult studios. Stream all of the hottest porn movies from your favorite categories, pornstars and porn channels !",Free Porn Sex Videos - Redtube - XXX Movies - Home of Videos Porno,berbahaya
135,https://xnxx.com,"XNXX delivers free sex movies and fast free porn videos (tube porn). Now 10 million+ sex vids available for free! Featuring hot pussy, sexy girls in xxx rated porn clips.","Free Porn, Sex, Tube Videos, XXX Pics, Pussy in Porno Movies - XNXX.COM",berbahaya
136,https://myfreecams.com,"MyFreeCams is the original free webcam community for adults, featuring live video chat with thousands of models, cam girls, amateurs and female content creators!",MyFreeCams - The #1 adult webcam community!,berbahaya
137,https://youjizz.com,Youjizz Porn Tube! Free porn movies and sex videos on your desktop or mobile phone.,"porntube, porn tube, mobile porn, pornotube, you porn, youporn",berbahaya
138,https://youporn.com,"YouPorn is your home for free XXX porn videos. Sit back and watch all of the unlimited, high quality HD porn your heart desires. Enjoy the hottest porno movies from just about any category you can imagine. Discover the sexiest naked pornstars and amateurs on Earth, only on the world's favorite sex tube - YouPorn!",Free Porn Videos - HD Porno Tube & XXX Sex Videos | YouPorn,berbahaya
139,https://tube8.com,Watch the hottest free sex videos at Tube8. Enjoy an exclusive porn collection of selected sex scenes and full porn movies at home or on the go on your mobile device. Tube8 is the porno tube with the fastest streaming HD videos.,Tube8: Free Porn Videos & XXX Sex Movies - HD Porno Tube,berbahaya
140,https://cam4.com,"Watch Real People Naked & Having Sex Live on Webcam 24/7. 100% Free to Watch, Chat & Broadcast. No-Sign Up & No Registration Required.","Cam4 Free Live Sex Cams, Adult Sex Chat ❤️ Naked Pornstar Cams | CAM4.com",berbahaya
141,https://playboy.com,"Wear the Playboy Collection. Styles include Playboy Logo Clothing, Hoodies, Sweatshirts, Sweatpants, Earrings, Necklaces and Vintage looks. For Men and Women.","Shop The Playboy Store. Hoodies, T-Shirts, Unisex styles.",berbahaya
142,https://spankwire.com,"YouPorn is your home for free XXX porn videos. Sit back and watch all of the unlimited, high quality HD porn your heart desires. Enjoy the hottest porno movies from just about any category you can imagine. Discover the sexiest naked pornstars and amateurs on Earth, only on the world's favorite sex tube - YouPorn!",Free Porn Videos - HD Porno Tube & XXX Sex Videos | YouPorn,berbahaya
143,https://xtube.com,Xtube.com is no longer available. Watch FREE hardcore porn videos. The best Adult Community with both Straight and Gay Sex Movies full of hot 18+ amateurs.,XTUBE | Free Porn and Sex Videos - XXX Gay Porno,berbahaya
144,https://brazzers.com,"Brazzers.com features the hottest pornstars in the most popular brazzers porn videos in the adult industry. Watch exclusive sex videos with big tits, hot asses, and more!",Brazzers | #1 Best Porn Site In the WORLD,berbahaya
145,https://clips4sale.com,"Download over 5,000,000 adult amateur porn fetish sex hardcore movies, videos and clips. 600 fetish categories, 50,000 different studios. Clips4Sale.com has everything from anal sex to tickling videos. The largest collection of fetish videos and amateur porn video clips. Hardcore amateur fetish sex videos.",Amateur Porn | Fetish Porn Videos - Clips4sale,berbahaya
146,https://keezmovies.com,"YouPorn is your home for free XXX porn videos. Sit back and watch all of the unlimited, high quality HD porn your heart desires. Enjoy the hottest porno movies from just about any category you can imagine. Discover the sexiest naked pornstars and amateurs on Earth, only on the world's favorite sex tube - YouPorn!",Free Porn Videos - HD Porno Tube & XXX Sex Videos | YouPorn,berbahaya
147,https://drtuber.com,"DrTuber is the phenomenon of modern pornography. With almost 10 years history of publishing the hottest porn videos online, DrTuber.com still rocks hard!",New XXX Videos & Free Porn Movies @ DrTuber.com,berbahaya
148,https://extremetube.com,"YouPorn is your home for free XXX porn videos. Sit back and watch all of the unlimited, high quality HD porn your heart desires. Enjoy the hottest porno movies from just about any category you can imagine. Discover the sexiest naked pornstars and amateurs on Earth, only on the world's favorite sex tube - YouPorn!",Free Porn Videos - HD Porno Tube & XXX Sex Videos | YouPorn,berbahaya
149,https://slutload.com,Slutload has the best amateur and adult porn movies of all types. You have found the most reliable and high quality xxx free porn site.,"Free Porn Videos & XXX Movies - Porno, Sex Tube | Slutload",berbahaya
150,https://livejasmin.com,"Chat for FREE on LiveJasmin and watch HD Live Sex cam shows! 2000+ Models are waiting for You, no registration required.","Live Sex Cam Shows, FREE Chat with Webcam Girls | LiveJasmin",berbahaya
151,https://freeones.com,"FreeOnes has photos, videos and links of today's pro or amateur porn stars, the sexiest runway models and super models, and the top female celebrities.","FreeOnes, the Ultimate Babe Site since 1998!",berbahaya
