,Unnamed: 0,Unnamed: 0.1,Category,url,Description,description,title
257,257,36,Cars,https://yamaha.com,Yamaha - Global,error,error
258,258,37,Cars,https://vw.com,"Volkswagen of America - The official site for VW cars, including vehicle information, pricing, and model comparisons. Find your closest VW dealers, schedule a test drive, even get a quote.","Find your new German-Engineered VW today. Customize your own VW model, engine, colors, and features - all based on your budget. Come see what's new.",VW.com | Official Home of Volkswagen Cars & SUVs
259,259,38,Cars,https://hertz.com,"Hertz Rent-a-Car - Rental Car Discounts, Coupons and Great Rates -  Reserve a rental car from Hertz car rental and get a great rate online. Find out how easy it is to book a hybrid, convertible or luxury car today.",,
260,260,39,Cars,https://autoanything.com,"AutoAnything | Auto Accessories & Aftermarket Parts | Truck Accessories & Car Accessories - Floor Mats, Tonneau Covers & Car Covers - America's leading site for discount prices on Auto Accessories & Parts. Free Shipping, 1-Year Price Guarantee, 105000+ Reviews. Click or Call 800",error,error
261,261,40,Cars,https://harley-davidson.com,"Harley-Davidson Canada | Harley-Davidson Canada - The official site of the Harley-Davidson Motor Company. View Harley-Davidson motorcycles, locate a motorcycle dealer, & browse motorcycle parts and apparel.","Situs resmi Harley-Davidson Motor Company. Lihat motor Harley terbaru, cari dealer, & telusuri komponen dan perlengkapan motor.",Harley-Davidson Indonesia
262,262,41,Cars,https://hyundaiusa.com,"New Cars, Sedans, SUVs, Compacts, Luxury | Hyundai  - Official site for Hyundai Motor America. Explore our new models, features, offers, MPG, and find dealer information all at Hyundaiusa.com.",error,error
263,263,42,Cars,https://topspeed.com,"Car News and reviews, videos, wallpapers, pictures, free games and more.  - Top Speed -  Car News and reviews, videos, wallpapers, pictures, free games and more. - Top Speed","Topspeed offers daily industry news and reviews on cars, trucks, motorcycles, boats and airplanes.","Car News And Reviews, Videos, Wallpapers, Pictures, Free Online Games And More | Top Speed"
264,264,43,Cars,https://enterprise.com,"Enterprise Rent-A-Car - Rental Cars at Low Rates - Reserve a car rental from Enterprise Rent-A-Car at low rates. Choose from more than 6,000 rental car locations at major airports and neighborhood locations. Rental car classes include economy cars, luxury car rental, cargo vans, pickup trucks and m",,
265,265,44,Cars,https://dmv.org,"DMV.org: The DMV Made Simple - DMV.org makes understanding the Department of Motor Vehicles simple. Get quick access to Forms, practice tests, rules & regulations, and connect with tens of thousands of drivers in our community. Save time, money, and possibly a trip to the DMV!","DMV.ORG makes understanding the Department of Motor Vehicles simple. Get quick access to DMV locations & hours, appointments, renewals, forms, practice tests & more.",The DMV Made Simple - DMV.ORG
266,266,45,Cars,https://oreillyauto.com,"Home Page | O'Reilly Auto Parts - Better parts... better prices, everyday on auto parts and accessories. Plus find a store, check out our current ad, get information on racing events, contact us, and more.","Check out a variety of auto parts, supplies, and accessories for cars, trucks, and SUVs, as well as boats, trailers, ATVs, and lawn and garden equipment. Find an O'Reilly Auto Parts store near you, learn about store services, and view our current ad, coupons, and promotions. Get free shipping on orders $35.00+ and free in-store pickup for online orders.","O'Reilly Auto Parts | Auto Parts, Batteries & Stores Near You"
267,267,46,Cars,https://dot.gov,Department of Transportation |,error,error
268,268,47,Cars,https://mbusa.com,"Mercedes-Benz Luxury Cars: Explore, Build & Compare Sedans, SUVs, Coupes, Wagons - Mercedes-Benz combines luxury with performance across the full line of sedans, SUVs, coupes, roadsters, convertibles & more. View BlueTEC clean diesel, AWD & hybrid cars or build your own, today.","Mercedes-Benz combines luxury with performance across the full line of models including luxury sedans, SUVs, coupes, roadsters, convertibles & more.","Luxury Cars - Sedans, SUVs, Coupes & Wagons | Mercedes-Benz USA"
269,269,48,Cars,https://copart.com,"Copart USA - The Source for Online Car Auctions - Home Page - Copart auctions used and salvage vehicles to auto parts dismantlers, rebuilders, used car dealers, wrecking yards, and the public for insurance and rental car companies, manufacturers, and the public.",error,error
270,270,49,Cars,https://worldcarfans.com,Worldcarfans,error,error
271,271,50,Cars,https://discounttire.com,"Discount Tire, Custom Wheels, Truck & Car Rims | Discount Tire - Discount Tire stores have the tires and wheels/rims you'll need for all the terrain you'll encounter. From tires for the highway to tires for rugged terrain, Discount Tires has what you're looking for. Also known as America's Tire",error,error
272,272,51,Cars,https://pistonheads.com,"PistonHeads.com :: Speed Matters - Motoring Magazine,Cars for Sale,Forums","The UK's biggest motoring forum, plus the best selection of cars for sale with car news and features. PistonHeads is where speed matters.",PistonHeads UK | Cars for Sale | Car News | Motoring Forum
273,273,52,Cars,https://autocar.co.uk,"Autocar | First for car news and car reviews - Every new car tested. The UK's definitive verdicts from our expert road test team on performance, styling, MPG, handling, new car prices and more. Plus the latest car news and videos.","Car news, reviews, opinion and features from Autocar - the world's oldest car publication bringing you everything automotive since 1895",Autocar | Car News and Car Reviews
274,274,53,Cars,https://libertymutual.com,"Auto Insurance Quotes, Car Insurance Quotes, and Home Insurance | Liberty Mutual 			 - Liberty Mutual offers auto insurance, home insurance, and life insurance. Learn how you can get your free quote today at LibertyMutual.com.","Get your free insurance quote online from Liberty Mutual. Bundle your policies to save on auto, renters, home, motorcycle and more.",Customize your insurance coverage | Liberty Mutual
275,275,54,Cars,https://carsforsale.com,"Cars For Sale, Used Cars For Sale, New Cars For Sale, Carsforsale.com!   - Cars For Sale, Buy Used Cars For Sale. Sell Used Cars For Sale. Free Used Car Classifieds. Sell Car Free. Buy or Sell used cars with Cars For Sale!",error,error
276,276,55,Cars,https://ovi.com,HERE - City and Country Maps - Driving Directions - Satellite Views - Routes - HERE - Explore cities in 3D and country maps in satellite view. Get full driving directions and save favourite places to find them again easily.,error,error
277,277,56,Cars,https://vwvortex.com,"VWVortex - The Volkswagen Enthusiast Website - VWvortex is the worlds largest Volkswagen enthusiast website. With all the latest news, reviews, first drives, photo galleries and our community discussions forums.",error,error
278,278,57,Cars,https://thecarconnection.com,"New Cars, Car Reviews, Car Shows, Car Photos - The Car Connection - Get the inside scoop on new cars: car reviews, car photos, test drive results, technical specs and more. Comprehensive car reviews from auto experts. Get expert opinions from new car test drives. Find cool cars and get inside exclu","Get the inside scoop on new cars: car reviews, car photos, test drive results, technical specs and more. Comprehensive car reviews from auto experts. Get expert opinions from new car test drives. Find cool cars and get inside exclusives on hot concept cars, spy shots with auto show blogging coverage and daily automotive industry news.","New Cars, Car Reviews, Car Shows, Car Photos - The Car Connection"
279,279,58,Cars,https://budget.com,"Car Rentals from Budget    - Car rentals including sedans, trucks, SUV's and more from Budget.",,
280,280,59,Cars,https://rentalcars.com,"Rental Cars and Car Rentals from Rental Cars.com - Cheap car hire with no cancellation and no amendment fees in the UK, USA, Europe and in over 6000 pickup locations worldwide with free phone support",error,error
281,281,60,Cars,https://tvcmatrix.com,TVC,error,error
282,282,0,Science,https://nasa.gov,"NASA -  Home  - NASA.gov brings you images, videos and interactive features from the unique perspective of America’s space agency.  Get the latest updates on NASA missions, subscribe to blogs, RSS feeds and podcasts, watch NASA TV live, or simply read about our mission to pioneer the future i",error,error
283,283,1,Science,https://redbullstratos.com,Home | Red Bull Stratos - Red Bull Stratos - Mission to the Edge of Space and Supersonic freefall.,error,error
284,284,2,Science,https://wolframalpha.com,"Wolfram|Alpha: Computational Knowledge Engine - Wolfram|Alpha is more than a search engine. It gives you access to the world's facts and data and calculates answers across a range of topics, including science, nutrition, history, geography, engineering, mathematics, linguistics, sports, finance, mu","Compute answers using Wolfram's breakthrough technology & knowledgebase, relied on by millions of students & professionals. For math, science, nutrition, history, geography, engineering, mathematics, linguistics, sports, finance, music…",Wolfram|Alpha: Computational Intelligence
285,285,3,Science,https://sciencedaily.com,"Science Daily: News & Articles in Science, Health, Environment & Technology - Breaking science news and articles on global warming, extrasolar planets, stem cells, bird flu, autism, nanotechnology, dinosaurs, evolution -- the latest discoveries in astronomy, anthropology, biology, chemistry",error,error
286,286,4,Science,https://usgs.gov,"Welcome to the USGS - U.S. Geological Survey - Federal source for science about the Earth, its natural and living resources, natural hazards, and the environment.","We provide science about the natural hazards that threaten lives and livelihoods; the water, energy, minerals, and other natural resources we rely on; the health of our ecosystems and environment; and the impacts of climate and land-use change. Our scientists develop new methods and tools to supply timely, relevant, and useful information about the Earth and its processes.",USGS.gov | Science for a changing world
287,287,5,Science,https://space.com,"Space and NASA News – Universe and Deep Space Information | Space.com  - Get the latest outer space and science news, NASA information, watch space flight videos at Space.com. View exclusive solar system Images, latest astronomy news and more.","Get the latest space exploration, innovation and astronomy news. Space.com celebrates humanity's ongoing expansion across the final frontier.","Space.com: NASA, Space Exploration and Astronomy News"
288,288,6,Science,https://easybib.com,"EasyBib: Free Bibliography Maker - MLA, APA, Chicago citation styles - Automatic works cited and bibliography formatting for MLA, APA and Chicago/Turabian citation styles. Now supports 7th edition of MLA.","Automatic works cited and bibliography formatting for MLA, APA and Chicago/Turabian citation styles. Now supports 7th edition of MLA.","EasyBib®: Free Bibliography Generator - MLA, APA, Chicago citation styles"
289,289,7,Science,https://phys.org,"Phys.org - Science News, Technology, Physics, Nanotechnology, Space Science, Earth Science, Medicine - Phys.org internet news portal provides the latest news on science including: Physics, Space Science, Earth Science, Health and Medicine ",error,error
290,290,8,Science,https://livescience.com,"Science News – Science Articles and Current Events | LiveScience  - Groundbreaking developments in science, space, technology, health, the environment, our culture and history","Live Science features groundbreaking developments in science, space, technology, health, the environment, our culture and history.","Live Science: The Most Interesting Articles, Mysteries & Discoveries"
291,291,9,Science,https://nature.com,"Nature Publishing Group : science journals, jobs, and information - Nature - the world's best science and medicine on your desktop","First published in 1869, Nature is the world’s leading multidisciplinary science journal. Nature publishes the finest peer-reviewed research that drives ground-breaking discovery, and is read by thought-leaders and decision-makers around the world.",Nature
292,292,10,Science,https://scientificamerican.com,"Science News, Articles and Information | Scientific American - Latest news and features on science issues that matter including earth, environment, and space. Get your science news from the most trusted source!",error,error
293,293,11,Science,https://academia.edu,Academia.edu - Share research - Academia.edu helps academics follow the latest research.,Academia.edu is a place to share and follow research.,Academia.edu - Share research
294,294,12,Science,https://nobelprize.org,"Nobelprize.org - Nobelprize.org, Official web site of the Nobel Prize",,The official website of the Nobel Prize - NobelPrize.org
295,295,13,Science,https://jstor.org,JSTOR,error,error
296,296,14,Science,https://newscientist.com,Science news and science jobs from New Scientist - New Scientist - Science news and science articles from New Scientist,Science news and science articles from New Scientist,New Scientist | Science news and science articles from New Scientist
297,297,15,Science,https://popsci.com,"Popular Science | New Technology, Science News, The Future Now - Your ultimate online portal to the future. Reporting on what's new and what's next in technology, science, gadgets, space, green tech and more.","Awe-inspiring science reporting, technology news, and DIY projects. Skunks to space robots, primates to climates. That's Popular Science, 145 years strong.",Popular Science Homepage | Popular Science
298,298,16,Science,https://sciencemag.org,Science                 ,"Science/AAAS peer-reviewed journals deliver impactful research, daily news, expert commentary, and career resources.",Science | AAAS
299,299,17,Science,https://arxiv.org,ArXiv.org e-Print archive,,arXiv.org e-Print archive
300,300,18,Science,https://wolfram.com,"Wolfram Research: Mathematica, Technical and Scientific Software - Wolfram Research, makers of Mathematica, the only fully integrated technical computing software","Wolfram, creators of the Wolfram Language, Wolfram|Alpha, Mathematica, Development Platform, Data Science Platform, Finance Platform, SystemModeler...",Wolfram: Computation Meets Knowledge
301,301,19,Science,https://physicsforums.com,"Physics Help and Math Help - Physics Forums - Physics Forums is for scientists to discuss serious issues and topics regarding physics.  Physics help is offered to students, along with career and academic counseling.",Join the top physics and STEM forum community. Find experts debating the latest physics research. Request homework help for all sciences and math.,"Physics Forums | Science Articles, Homework Help, Discussion"
302,302,20,Science,https://acm.org,"Welcome         —         Association for Computing Machinery      - ACM, the world’s largest educational and scientific computing society, delivers resources that advance computing as a science and a profession. ACM provides the computing field's premier Digital Library and serves its memb",error,error
303,303,21,Science,https://discovermagazine.com,"Discover Magazine: The latest in science and technology news, blogs and articles  ","Discover satisfies everyday curiosity with relevant and approachable science news, feature articles, photos and more.",Discover Magazine
304,304,22,Science,https://geeksaresexy.net,"Geeks are Sexy Technology News | tech, science, news and social issues for geeks","Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!","Geeks are Sexy Technology NewsGeeks are Sexy Technology News | Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!"
305,305,23,Science,https://researchgate.net,"ResearchGate - ResearchGate is a network dedicated to science and research. Connect, collaborate and discover scientific publications, jobs and conferences. All for free.",Access 130+ million publications and connect with 20+ million researchers. Join for free and gain visibility by uploading your research.,ResearchGate | Find and share research
306,306,24,Science,https://ieee.org,IEEE - The world's largest professional association for the advancement of technology - IEEE.org serves technical professionals and students who are looking to both foster working relationships and gain access to the latest technical research and knowledge.,IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.,IEEE - The world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.
307,307,25,Science,https://redorbit.com,"RedOrbit - Science, Space, Technology, Health News and Information","The latest in science, space, health, and technology",Home - Redorbit
308,308,26,Science,https://mathworks.com,"MathWorks - MATLAB and Simulink for Technical Computing - MathWorks is the world’s leading developer of technical computing software for engineers and scientists in industry, government, and education","MathWorks develops, sells, and supports MATLAB and Simulink products.",MathWorks - Makers of MATLAB and Simulink - MATLAB & Simulink
309,309,27,Science,https://ssrn.com,Social Science Research Network (SSRN) Home Page - Leading Social Science Research Delivered To Your DeskTop Daily.  Social Science Research Network (SSRN) is devoted to the rapid worldwide dissemination of social science research and is composed of a number of specialized research networks in each,error,error
310,310,28,Science,https://citeulike.org,CiteULike: Everyone's library  - citeulike,"Discover the top real money gambling sites. Ratings & reviews for players of online casinos and games, lottery, bingo, online poker, sports betting & esports.",Gambling Sites for Real Money: Best Online Gamble Sites 2022
311,311,29,Science,https://bibsonomy.org,"BibSonomy :: home - Webapplication of the Knowledge and Data Engineering Group, University of Kassel, Germany",The blue social bookmark and publication sharing system.,BibSonomy
312,312,30,Science,https://acs.org,American Chemical Society - The world's largest scientific society.,"ACS is one of the world’s largest scientific societies and the premier home of chemistry professionals. Find career opportunities, educational resources and more.",American Chemical Society
313,313,0,Technology,https://apple.com,"Apple - Apple designs and creates iPod and iTunes, Mac laptop and desktop computers, the OS X operating system, and the revolutionary iPhone and iPad.","Discover the innovative world of Apple and shop everything iPhone, iPad, Apple Watch, Mac, and Apple TV, plus explore accessories, entertainment, and expert device support.",Apple
314,314,1,Technology,https://cnet.com,"Product reviews and prices, software downloads, and tech news - CNET","Get full-length product reviews, the latest news, tech coverage, daily deals, and category deep dives from CNET experts worldwide.","Product reviews, advice, how-tos and the latest news - CNET"
315,315,2,Technology,https://gizmodo.com,"Gizmodo, the Gadget Guide - Gizmodo is the go-to authority for gadget news and digital culture.",We come from the future.,Gizmodo | Tech. Science. Culture.
316,316,3,Technology,https://wired.com,"Wired.com  - Get in-depth coverage of current and future trends in technology, and how they are shaping business, entertainment, communications, science, politics, and culture at Wired.com.","We bring you the future as it happens. From the latest in science and technology to the big stories in business and culture, we've got you covered.","WIRED - The Latest in Technology, Science, Culture and Business | WIRED"
317,317,4,Technology,https://lifehacker.com,"Lifehacker, tips and downloads for getting things done - Lifehacker curates tips, tricks, and technology for living better in the digital age.",Lifehacker is the ultimate authority on optimizing every aspect of your life. Do everything better.,Lifehacker | Do everything better
318,318,5,Technology,https://mashable.com,Mashable,"Mashable is a global, multi-platform media and entertainment company.",Mashable
319,319,6,Technology,https://engadget.com,Engadget - “Engadget is a web magazine with obsessive daily coverage of everything new in gadgets and consumer electronics”/>,"Find the latest technology news and expert tech product reviews. Learn about the latest gadgets and consumer tech products for entertainment, gaming, lifestyle and more.",Engadget | Technology News & Reviews
320,320,7,Technology,https://tigerdirect.com,"TigerDirect.com - Electronics, Tablets, Phones, Office Supplies & Video Games - The Best Deals on Electronics, Tablets, Phones, Office Supplies, Video Games and more at TigerDirect.com",error,error
321,321,8,Technology,https://pcmag.com,"Technology Product Reviews, News, Prices & Downloads | PCMag.com | PC Magazine - PC Magazine is your complete guide to PC computers, peripherals and upgrades. We test and review computer- and Internet-related products and services, report technology news and trends, and provide shopping advice and ","PCMag is your complete guide to computers, peripherals and upgrades. We test and review tech products and services, report technology news and trends, and provide shopping advice with price comparisons.","The Latest Technology Product Reviews, News, Tips, and Deals | PCMag"
322,322,9,Technology,https://macrumors.com,"Mac Rumors: Apple Mac iOS Rumors and News You Care About - Apple, Mac, iOS News and Rumors",Apple News and Rumors,MacRumors: Apple News and Rumors
323,323,10,Technology,https://io9.com,"Io9. We come from the future. - io9 is entertainment, science, and futuristic culture for people who want to escape the everyday.",We come from the future.,io9 | Gizmodo
324,324,11,Technology,https://zdnet.com,"ZDNet | Technology News, Analysis, Comments and Product Reviews for IT Professionals - ZDNet's breaking news, analysis, and research keeps business technology professionals in touch with the latest IT trends, issues and events.",ZDNet news and advice keep professionals prepared to embrace innovation and ready to build a better future.,"Technology News, Analysis, Comments and Product Reviews for IT Professionals | ZDNet"
325,325,12,Technology,https://makeuseof.com,"Cool Websites, Software and Internet Tips - MakeUseOf is a booming online magazine featuring cool websites, cool software and internet tips.",error,error
326,326,13,Technology,https://arstechnica.com,"Ars Technica - Serving the Technologist for more than a decade. IT news, reviews, and analysis.","Serving the Technologist for more than a decade. IT news, reviews, and analysis.",Ars Technica
327,327,14,Technology,https://boingboing.net,Boing Boing,Brain Candy for Happy Mutants!,Boing Boing | A directory of mostly wonderful things
328,328,15,Technology,https://xda-developers.com,"Android, Windows Phone, and Windows Mobile Development News, Information, and Howtos - XDA Developers  ",,XDA Portal & Forums
329,329,16,Technology,https://tomshardware.com,"Tom's Hardware: Hardware News, Tests and Reviews -  Tom's Hardware is the Internet's premiere resource for hardware news and reviews","Tom's Hardware helps you buy the best hardware and build the best PC to play, create and work..",Tom's Hardware: For The Hardcore PC Enthusiast
330,330,17,Technology,https://samsung.com,"Samsung US | TVs – Tablets – Smartphones – Cameras – Laptops – Refrigerators - Imagine what Samsung can do for you! You'll find product and support information for our TVs, mobile phones, video & audios, computers and related products, various home appliance products, core components that","Samsung Store Indonesia membantu Anda menemukan jajaran produk elektronik dengan teknologi terkini termasuk smartphone, tablet, TV, peralatan rumah tangga.",Samsung Indonesia | Mobile | TV | Home Appliances
331,331,18,Technology,https://theverge.com,"The Verge - The Verge was founded in 2011 in partnership with Vox Media, and covers the intersection of technology, science, art, and culture. Its mission is to offer in-depth reporting and long-form feature stories, breaking news coverage, product information, and community content in a unified an","The Verge was founded in 2011 in partnership with Vox Media, and covers the intersection of technology, science, art, and culture. Its mission is to offer in-depth reporting and long-form feature stories, breaking news coverage, product information, and community content in a unified and cohesive manner. The site is powered by Vox Media's Chorus platform, a modern media stack built for web-native news in the 21st century.",The Verge
332,332,19,Technology,https://slashdot.org,"Slashdot: News for nerds, stuff that matters","Slashdot: News for nerds, stuff that matters. Timely news source for technology related news with a heavy slant towards Linux and Open Source issues.","Slashdot: News for nerds, stuff that matters"
333,333,20,Technology,https://thenextweb.com,"The Next Web - International technology news, business & culture - One of the most influential blogs in the world. Covering technology, its business and culture.","We inform, inspire, and connect people who love tech",TNW | The heart of tech
334,334,21,Technology,https://androidcentral.com,"Android Central | Android Forums, News, Reviews, Help and Android Wallpapers","Your buyer’s guide for the best Android phones, deals, news, and reviews! Android Central covers smartphones, watches, tablets, ChromeOS devices, Google Home, and all compatible peripherals in this smart world we're living in. Read all this and more on Android Central.","Android Central - News, Reviews, Deals & Help on all Android devices"
335,335,22,Technology,https://pcworld.com,"PCWorld - News, tips and reviews from the experts on PCs, Windows, and more - Covering everything from ultrabooks to servers, from Windows 8 to virtualization, PCWorld delivers the information and expert advice you need to get the job done.   ",PCWorld helps you navigate the PC ecosystem to find the products you want and the advice you need to get the job done.,PCWorld
336,336,23,Technology,https://macworld.com,"Macworld - News, tips, and reviews from the Apple experts - Whether you're a Mac die-hard or an iPad newbie we give you the scoop on what's new, what's best and how to make the most out of the products you love.","Macworld is your ultimate guide to Apple's product universe, explaining what's new, what's best and how to make the most out of the products you love.","Macworld - News, Tips & Reviews from the Apple Experts"
337,337,24,Technology,https://digitaltrends.com,"Technology News, Product Reviews and App Reviews | Digital Trends - Digital Trends is your premier source for technology news and unbiased expert product reviews of TVs, laptops, cell phones and more.","Digital Trends offers the latest coverage on all things tech with in-depth product reviews, videos, news, and the best deals happening now.","Digital Trends | Tech News, Reviews, Deals, and How-To's"
338,338,25,Technology,https://tuaw.com,"TUAW - The Unofficial Apple Weblog - TUAW is your source for Apple news, tips, reviews and how-tos.",error,error
339,339,26,Technology,https://android.com,Android     ,"Find the latest and greatest on the world’s most powerful mobile platform. Browse devices, explore resources and learn about the latest updates.",Android | The platform pushing what’s possible
340,340,27,Technology,https://anandtech.com,AnandTech ,"News and reviews of PC components, smartphones, tablets, pre-built desktops, notebooks, Macs and enterprise/cloud computing technologies.",AnandTech: Hardware News and Tech Reviews Since 1997
341,341,28,Technology,https://cisco.com,"Cisco Systems, Inc - Cisco (NASDAQ: CSCO) is the worldwide leader in networking that transforms how people connect, communicate and collaborate.","Cisco delivers innovative software-defined networking, cloud, and security solutions to help transform your business, empowering an inclusive future for all.","Cisco - Networking, Cloud, and Cybersecurity Solutions"
342,342,29,Technology,https://zagg.com,"IPad Cases, Keyboards, Screen Protectors, & iPhone Skins | ZAGG  - ZAGG: the leader in mobile accessories. Screen protectors (invisibleSHIELD), cases, skins, keyboards, power, etc. for iPad, iPhone, and thousands more!","ZAGG Brands creates tech accessories that fit your lifestyle—screen protection, tablet and iPad keyboards, mophie battery cases, external power banks, protective smartphone and iPhone cases, Bluetooth headphones, Bluetooth speakers, and more. Free shipping where available.","Shop ZAGG.com for mobile accessories from our industry-leading brands—mophie, InvisibleShield, ZAGG, BRAVEN, IFROGZ, Gear4 and more."
343,343,30,Technology,https://ifixit.com,"IFixit: The free repair manual - Repair your electronics yourself. iFixit is the repair manual you can edit. We sell tools, parts and upgrades for Apple Mac, iPod, iPhone, iPad, and MacBook as well as game consoles.","iFixit is a global community of people helping each other repair things. Let's fix the world, one device at a time. Troubleshoot with experts in the Answers forum—and build your own how-to guides to share with the world. Fix your Apple and Android devices—and buy all the parts and tools needed for your DIY repair projects.",iFixit: The Free Repair Manual
344,344,31,Technology,https://ycombinator.com,Y Combinator,Y Combinator created a new model for funding early stage startups. Twice a year we invest in a large number of startups.,Y Combinator
345,345,32,Technology,https://gigaom.com,"GigaOM	 - GigaOM delivers breaking news and in-depth analysis on the business of technology. Our reporters investigate trends, examine emerging business models, and profile startups.",error,error
346,346,33,Technology,https://sony.com,"Sony.com - Geo-Filter CA - View the wide world of Sony: electronics products, the people, the ideas, the entertainment--and everything else that moves beyond the ordinary. Anything you can imagine, you can make real","Learn about Sony Group Corporation's Businesses and Products; our initiatives in Technology, Sustainability, and Design; and recent Press Releases, Career opportunities, and Investor Relations info.",Sony Group Portal - Sony Group Corporation Website
347,347,34,Technology,https://crunchbase.com,"CrunchBase, The Free Tech Company Database - CrunchBase is the free database of technology companies, people, and investors that anyone can edit.",error,error
348,348,35,Technology,https://techrepublic.com,"TechRepublic - A Resource for IT Professionals - TechRepublic helps IT decision-makers identify technologies and strategies to empower workers and streamline business processes. The site delivers a unique blend of original content by IT professionals, peer-to-peer advice from the largest community ","Providing IT professionals with a unique blend of original content, peer-to-peer advice from the largest community of IT leaders on the Web.","TechRepublic: News, Tips & Advice for Technology Professionals"
349,349,36,Technology,https://gsmarena.com,"GSMArena.com - GSM phone reviews, news, opinions, votes, manuals and more... - GSMArena.com - The ultimate resource for GSM handset information",GSMArena.com - The ultimate resource for GSM handset information,"GSMArena.com - mobile phone reviews, news, specifications and more..."
350,350,37,Technology,https://techsupportalert.com,Gizmo's Freeware | Find the best freeware fast - The best freeware independently reviewed and rated by the web's most popular freeware review site,The best of Gizmo's Freeware,Gizmo's Best - The best of Gizmo's Freeware
351,351,38,Technology,https://venturebeat.com,"VentureBeat | Tech. People. Money. - News About Tech, Money and Innovation",VentureBeat is the leader in covering transformative tech. We help business leaders make smarter decisions with our industry-leading AI and gaming coverage.,VentureBeat | Transformative tech coverage that matters
352,352,39,Technology,https://appleinsider.com,AppleInsider | News and rumors since 1997 - appleinsider.com rumors and news on everything apple since 1997,"For Apple News, Rumors, Reviews, Prices, and Deals, trust AppleInsider. Serving Apple product enthusiasts since 1997.","Apple News, Rumors, Reviews, Prices & Deals | AppleInsider"
353,353,40,Technology,https://allthingsd.com,"AllThingsD - AllThingsD.com is a Web site devoted to news, analysis and opinion on technology, the Internet, and media.","Find the latest Wall Street Journal stories on tech companies, start-ups and personal technology, plus the latest reviews.",Tech News & Analysis - Wall Street Journal
354,354,41,Technology,https://phonegap.com,PhoneGap | Home,,
355,355,42,Technology,https://androidforums.com,Android Forums - Android Forums is a community of Google Android enthusiasts who love their Android Enabled Phones!,"Android Forums is the first and largest community dedicated to Android Phones, Android Tablets, Android Wear, Android Auto, and more.",Android Forums
356,356,43,Technology,https://makezine.com,"MAKE | MAKE magazine - MAKE - DIY projects, how-tos, and inspiration from geeks, makers, and hackers",error,error
357,357,44,Technology,https://raspberrypi.org,Raspberry Pi | An ARM GNU/Linux box for $25. Take a byte!,"The Raspberry Pi is a tiny and affordable computer that you can use to learn programming through fun, practical projects. Join the global Raspberry Pi community.","Teach, Learn, and Make with Raspberry Pi"
358,358,45,Technology,https://theregister.co.uk,The Register: Sci/Tech News for the World,error,error
359,359,46,Technology,https://readwriteweb.com,"ReadWrite – Web Apps, Web Technology Trends, Social Networking and Social Media - ReadWrite is a popular weblog that provides Web Technology news, reviews and analysis, covering web apps, web technology trends, social networking and social media.",error,error
360,360,47,Technology,https://portableapps.com,"PortableApps.com - Portable software for USB, portable and cloud drives",,"PortableApps.com - Portable software for USB, portable, and cloud drives"
361,361,48,Technology,https://technologyreview.com,MIT Technology Review,,MIT Technology Review
362,362,49,Technology,https://cultofmac.com,Cult of Mac | Breaking news for Apple fans,,Cult of Mac | Tech and culture through an Apple lens
363,363,50,Technology,https://appshopper.com,"IPad Apps, iPhone Apps, Deals and Discovery at App Shopper -  Popular Recent Changes for iOS - Mac Apps, Mac App Store, iPad, iPhone and iPod touch app store listings, news, and price drops",,TouchArcade – iPhone and iPad Games
364,364,51,Technology,https://techradar.com,"TechRadar | Technology News And Reviews - The latest technology news and reviews, covering computing, home entertainment systems, gadgets and more. TechRadar","The latest technology news and reviews, covering computing, home entertainment systems, gadgets and more",TechRadar | The source for tech buying advice
365,365,52,Technology,https://9to5mac.com,9to5Mac,"News and reviews for Apple products, apps, and rumors. We provide breaking coverage for the iPhone, iPad, and all things Mac!",9to5Mac - Apple News & Mac Rumors Breaking All Day
366,366,53,Technology,https://neowin.net,"Neowin - Where unprofessional journalism looks better - News, Reviews & Betas which includes large community peer support","News, Reviews & Betas which includes large community peer support",Neowin - Where unprofessional journalism looks better
367,367,54,Technology,https://squareup.com,"Accept credit cards with your iPhone, Android or iPad – Square - Accept credit card payments anywhere with your iPhone, Android or iPad. Download the free Square app to get started.",Square helps millions of sellers run their business-from secure credit card processing to point of sale solutions. Get paid faster with Square. Sign up today!,"Square | Solutions For Your Small, Medium & Large Business"
368,368,55,Technology,https://computerworld.com,"Computerworld - IT news, features, blogs, tech reviews, career advice - Computerworld covers a wide range of technology topics, including software, security, operating systems, mobile, storage, servers and data centers, and technology companies such as Microsoft, Google and Apple.","Computerworld covers a range of technology topics, with a focus on these core areas of IT: Windows, Mobile, Apple/enterprise, Office and productivity suites, collaboration, web browsers and blockchain, as well as relevant information about companies such as Microsoft, Apple and Google.","IT news, careers, business technology, reviews | Computerworld"
369,369,56,Technology,https://geek.com,Geek.com,error,error
370,370,57,Technology,https://otterbox.com,OtterBox Cases | The # 1 selling case for smartphones | OtterBox.com - See why OtterBox is the #1 selling case for smartphones. Get the kind of protection that inspires confidence with OtterBox tablet and smartphone cases.,OtterBox designs protective and stylish phone cases as well as the best premium coolers and accessories. Shop now and see how OtterBox enables your everyday.,"OtterBox | Cases, Accessories & Outdoor Gear"
