,url,description,title,url_file_type
299,https://www.betfair.com/sport/football/russian-premier-league/sochi-v-arsenal-tula/31145368?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
300,https://www.betfair.com/sport/football/german-3-liga/tsv-havelse-v-duisburg/31138609?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
301,https://www.betfair.com/sport/table-tennis/moscow-liga-pro/viktor-rakhmanovskii-v-egor-evgenyevich-markelov/31157202?selectedGroup=-78637064&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Table Tennis with Betfair™ Sportsbook and browse Table Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Table Tennis Betting Odds,Table Tennis Betting & Table Tennis Odds Online » Betfair™ Sportsbook,text/html
302,https://www.betfair.com/sport/football/mexican-liga-mx/san-luis-v-pachuca/31143180?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
303,https://www.betfair.com/sport/football/french-ligue-2/toulouse-v-pau/31147933?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
304,https://www.betfair.com/sport/football/spanish-la-liga/sevilla-v-getafe/31139590?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
305,https://www.betfair.com/sport/basketball/nba/detroit-pistons-milwaukee-bucks/31153675?selectedGroup=-78637064&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html
306,https://www.betfair.com/sport/football/greek-super-league/panathinaikos-v-aris/31149841?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
308,https://www.betfair.com/sport/e-sports/csgo-weplay-academy-league/young-ninjas-v-astralis-talent/31151073?xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on E-sports with Betfair™ Sportsbook and browse E-sports betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓ E-sports Gambling,E-sports Betting & E-sports Odds » Betfair™ Sportsbook,text/html
309,https://www.betfair.com/sport/rugby-union/the-six-nations/ireland-v-wales/31086328?xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Rugby Union with Betfair™ Sportsbook and browse Rugby Union betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Rugby Union Betting Odds,Rugby Union Betting & Rugby Union Odds » Betfair™ Sportsbook,text/html
310,https://www.betfair.com/sport/ice-hockey/russian-khl/hc-red-star-kunlun-v-severstal-cherepovets/31153918?selectedGroup=-78637064&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Ice Hockey with Betfair™ Sportsbook and browse Ice Hockey betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Ice Hockey Betting Odds,Ice Hockey Betting & Ice Hockey Odds Online » Betfair™ Sportsbook,text/html
311,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-2-2022/pegula-v-begu/31155664?selectedGroup=-78637064&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html
312,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-1-2022/s-zhang-v-burel/31155538?selectedGroup=-78637064&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html
313,https://www.betfair.com/sport/football/spanish-copa-del-rey/sporting-gijon-v-villarreal/31144639?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
314,https://www.betfair.com/sport/football/english-fa-cup/millwall-v-crystal-palace/31144152?selectedGroup=65921&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
315,https://www.betfair.com/sport/basketball/ncaab/colorado-oregon/31156230?selectedGroup=-78637064&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html
317,https://www.betfair.com/sport/tennis/wta-adelaide-international-1-2022/kenin-melichar-v-blinkova-eikeri/31155501?selectedGroup=-78637064&xsrftoken=0dbe2110-6c8f-11ec-9e7c-fa163eb25e79,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html
322,https://www.betfair.com/sport/football/english-fa-cup/millwall-v-crystal-palace/31144152?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
323,https://www.betfair.com/sport/football/greek-super-league/panathinaikos-v-aris/31149841?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
325,https://www.betfair.com/sport/football/spanish-la-liga/sevilla-v-getafe/31139590?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
326,https://www.betfair.com/sport/rugby-union/the-six-nations/ireland-v-wales/31086328?xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Rugby Union with Betfair™ Sportsbook and browse Rugby Union betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Rugby Union Betting Odds,Rugby Union Betting & Rugby Union Odds » Betfair™ Sportsbook,text/html
329,https://www.betfair.com/sport/football/spanish-copa-del-rey/sporting-gijon-v-villarreal/31144639?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
331,https://www.betfair.com/sport/football/mexican-liga-mx/san-luis-v-pachuca/31143180?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
334,https://www.betfair.com/sport/football/russian-premier-league/sochi-v-arsenal-tula/31145368?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
336,https://www.betfair.com/sport/basketball/nba/detroit-pistons-milwaukee-bucks/31153675?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html
338,https://www.betfair.com/sport/basketball/ncaab/colorado-oregon/31156230?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Basketball with Betfair™ Sportsbook and browse Basketball betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Basketball Betting Odds,Basketball Betting & Basketball Odds » Betfair™ Sportsbook,text/html
339,https://www.betfair.com/sport/american-football/nfl/indianapolis-colts-jacksonville-jaguars/31150470?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on American Football with Betfair™ Sportsbook and browse American Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓American Football Betting Odds,American Football Betting & American Football Odds Online » Betfair™ Sportsbook,text/html
342,https://www.betfair.com/sport/football/german-bundesliga/bochum-v-wolfsburg/31132281?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
343,https://www.betfair.com/sport/table-tennis/moscow-liga-pro/viktor-rakhmanovskii-v-egor-evgenyevich-markelov/31157202?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Table Tennis with Betfair™ Sportsbook and browse Table Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Table Tennis Betting Odds,Table Tennis Betting & Table Tennis Odds Online » Betfair™ Sportsbook,text/html
345,https://www.betfair.com/sport/ice-hockey/russian-mhl/belye-medvedi-v-irbis-kazan/31154160?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Ice Hockey with Betfair™ Sportsbook and browse Ice Hockey betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Ice Hockey Betting Odds,Ice Hockey Betting & Ice Hockey Odds Online » Betfair™ Sportsbook,text/html
346,https://www.betfair.com/sport/football/german-3-liga/tsv-havelse-v-duisburg/31138609?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
348,https://www.betfair.com/sport/tennis/wta-adelaide-international-1-2022/kenin-melichar-v-blinkova-eikeri/31155501?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html
349,https://www.betfair.com/sport/e-sports/csgo-weplay-academy-league/young-ninjas-v-astralis-talent/31151073?xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on E-sports with Betfair™ Sportsbook and browse E-sports betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓ E-sports Gambling,E-sports Betting & E-sports Odds » Betfair™ Sportsbook,text/html
350,https://www.betfair.com/sport/football/french-ligue-2/toulouse-v-pau/31147933?selectedGroup=65921&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
351,https://www.betfair.com/sport/ice-hockey/russian-khl/hc-red-star-kunlun-v-severstal-cherepovets/31153918?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Ice Hockey with Betfair™ Sportsbook and browse Ice Hockey betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Ice Hockey Betting Odds,Ice Hockey Betting & Ice Hockey Odds Online » Betfair™ Sportsbook,text/html
352,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-2-2022/pegula-v-begu/31155664?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html
353,https://www.betfair.com/sport/tennis/wta-melbourne-summer-set-1-2022/s-zhang-v-burel/31155538?selectedGroup=-78637064&xsrftoken=18a67cd0-6c8f-11ec-b168-fa163e0dd258,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html
354,https://www.betfair.com/sport/tennis/wta-adelaide-international-1-2022/kenin-melichar-v-blinkova-eikeri/31155501?selectedGroup=-78637064&xsrftoken=22ac40c0-6c8f-11ec-8762-fa163e4d0cc3,Bet on Tennis with Betfair™ Sportsbook and browse Tennis betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Tennis Betting Odds,Tennis Betting & Tennis Odds » Betfair™ Sportsbook,text/html
355,https://www.betfair.com/sport/football/english-fa-cup/millwall-v-crystal-palace/31144152?selectedGroup=65921&xsrftoken=22ac40c0-6c8f-11ec-8762-fa163e4d0cc3,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
356,https://www.betfair.com/sport/football/german-3-liga/tsv-havelse-v-duisburg/31138609?selectedGroup=65921&xsrftoken=22ac40c0-6c8f-11ec-8762-fa163e4d0cc3,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
357,https://www.betfair.com/sport/football/spanish-la-liga/sevilla-v-getafe/31139590?selectedGroup=65921&xsrftoken=22ac40c0-6c8f-11ec-8762-fa163e4d0cc3,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
359,https://www.betfair.com/sport/football/greek-super-league/panathinaikos-v-aris/31149841?selectedGroup=65921&xsrftoken=22ac40c0-6c8f-11ec-8762-fa163e4d0cc3,Bet on Football with Betfair™ Sportsbook and browse Football betting odds on your favourite markets. ✓Bet In-Play ✓Cash Out ✓Football Betting Odds,Football Betting & Football Odds Online » Betfair™ Sportsbook,text/html
