,url,description,title,label,description_p4,title_p4
17,https://unc.edu,"The University of North Carolina at Chapel Hill, the nation’s first public university, is a global higher education leader known for innovative teaching, research and public service. A member of the prestigious Association of American Universities, Carolina regularly ranks as the best value for academic quality in U.S. public higher education.",The University of North Carolina at Chapel Hill,aman,"['univers', 'north', 'carolina', 'chapel', 'hill', 'nation', '', 'first', 'public', 'univers', 'global', 'higher', 'educ', 'leader', 'known', 'innov', 'teach', 'research', 'public', 'servic', 'member', 'prestigi', 'associ', 'american', 'univers', 'carolina', 'regular', 'rank', 'best', 'valu', 'academ', 'qualiti', 'us', 'public', 'higher', 'educ']","['univers', 'north', 'carolina', 'chapel', 'hill']"
18,https://gottabemobile.com,"We help millions of people get the most out of their devices and decide which ones are worth buying. We cover iPhone, Android, Macs, PCs, Amazon and more!","Gotta Be Mobile: Mobile Tech News, Reviews and Advice",aman,"['help', 'million', 'peopl', 'get', 'devic', 'decid', 'one', 'worth', 'buy', 'cover', 'iphon', 'android', 'mac', 'pcs', 'amazon']","['got', 'ta', 'mobil', 'mobil', 'tech', 'news', 'review', 'advic']"
19,https://thehackernews.com,"The Hacker News is the most trusted, widely-read infosec source of the latest hacking news, cyber attacks, computer security, and cybersecurity for ethical hackers, penetration testers, and information technology professionals.",The Hacker News - Cybersecurity News and Analysis,aman,"['hacker', 'news', 'trust', 'wide', 'read', 'infosec', 'sourc', 'latest', 'hack', 'news', 'cyber', 'attack', 'comput', 'secur', 'cybersecur', 'ethic', 'hacker', 'penetr', 'tester', 'inform', 'technolog', 'profession']","['hacker', 'news', 'cybersecur', 'news', 'analysi']"
20,https://quotegarden.com,"Large, searchable compilation of quotations arranged by topic. Inspirational, thought-provoking, humorous, literary, and special occasion quotes.",The Quote Garden,aman,"['larg', 'searchabl', 'compil', 'quotat', 'arrang', 'topic', 'inspir', 'thought', 'provok', 'humor', 'literari', 'special', 'occas', 'quot']","['quot', 'garden']"
21,https://popsci.com,"Awe-inspiring science reporting, technology news, and DIY projects. Skunks to space robots, primates to climates. That's Popular Science, 145 years strong.",Popular Science Homepage | Popular Science,aman,"['awe', 'inspir', 'scienc', 'report', 'technolog', 'news', 'diy', 'project', 'skunk', 'space', 'robot', 'primat', 'climat', 'popular', 'scienc', 'year', 'strong']","['popular', 'scienc', 'homepag', 'popular', 'scienc']"
22,https://unsw.edu.au,UNSW is ranked 2nd in Australia and 27th in the world for Graduate Employability. Browse our range of study options and find the perfect one for you.,UNSW Sydney | One of the best universities in Australia,aman,"['unsw', 'rank', 'nd', 'australia', 'th', 'world', 'graduat', 'employ', 'brows', 'rang', 'studi', 'option', 'find', 'perfect', 'one']","['unsw', 'sydney', 'one', 'best', 'univers', 'australia']"
23,https://collegeconfidential.com,"Real, unfiltered guidance on applying to college and exploring majors and careers.",Admissions | College Search | College Confidential,aman,"['real', 'unfilt', 'guidanc', 'appli', 'colleg', 'explor', 'major', 'career']","['admiss', 'colleg', 'search', 'colleg', 'confidenti']"
24,https://bose.com,"The official Bose website. Learn about innovative solutions to help you feel more, do more and be more. Shop for headphones, speakers, wearables and wellness products.","Bose | Headphones, Speakers, Wearables",aman,"['offici', 'bose', 'websit', 'learn', 'innov', 'solut', 'help', 'feel', 'shop', 'headphon', 'speaker', 'wearabl', 'well', 'product']","['bose', 'headphon', 'speaker', 'wearabl']"
25,https://slashgear.com,"SlashGear covers technology, science, automotive, gaming, and entertainment, bringing thought-provoking and independent insight since 2005",SlashGear,aman,"['slashgear', 'cover', 'technolog', 'scienc', 'automot', 'game', 'entertain', 'bring', 'thought', 'provok', 'independ', 'insight', 'sinc']",['slashgear']
26,https://newscientist.com,Science news and science articles from New Scientist,New Scientist | Science news and science articles from New Scientist,aman,"['scienc', 'news', 'scienc', 'articl', 'new', 'scientist']","['new', 'scientist', 'scienc', 'news', 'scienc', 'articl', 'new', 'scientist']"
27,https://mac-forums.com,Apple iOS OS Help | Fix Mac iPhone iPad | Buying Tips | Mac-Forums,Mac-Forums,aman,"['appl', 'io', 'os', 'help', 'fix', 'mac', 'iphon', 'ipad', 'buy', 'tip', 'mac', 'forum']","['mac', 'forum']"
28,https://nature.com,"First published in 1869, Nature is the world’s leading multidisciplinary science journal. Nature publishes the finest peer-reviewed research that drives ground-breaking discovery, and is read by thought-leaders and decision-makers around the world.",Nature,aman,"['first', 'publish', 'natur', 'world', '', 'lead', 'multidisciplinari', 'scienc', 'journal', 'natur', 'publish', 'finest', 'peer', 'review', 'research', 'drive', 'ground', 'break', 'discoveri', 'read', 'thought', 'leader', 'decis', 'maker', 'around', 'world']",['natur']
29,https://wolframalpha.com,"Compute answers using Wolfram's breakthrough technology & knowledgebase, relied on by millions of students & professionals. For math, science, nutrition, history, geography, engineering, mathematics, linguistics, sports, finance, music…",Wolfram|Alpha: Computational Intelligence,aman,"['comput', 'answer', 'use', 'wolfram', 'breakthrough', 'technolog', 'knowledgebas', 'reli', 'million', 'student', 'profession', 'math', 'scienc', 'nutrit', 'histori', 'geographi', 'engin', 'mathemat', 'linguist', 'sport', 'financ', 'music']","['wolframalpha', 'comput', 'intellig']"
30,https://sammobile.com,"SamMobile.com is a community for true Samsung fans sharing news, reviews, tutorials, hands-on and Kies Firmware. And having a lot ...",SamMobile - Your source for all Samsung news,aman,"['sammobilecom', 'communiti', 'true', 'samsung', 'fan', 'share', 'news', 'review', 'tutori', 'hand', 'kie', 'firmwar', 'lot']","['sammobil', 'sourc', 'samsung', 'news']"
31,https://gatech.edu,"Georgia Tech (Georgia Institute of Technology) is a technology-focused college in Atlanta, Ga, and one of the top research universities in the USA.",Georgia Tech,aman,"['georgia', 'tech', 'georgia', 'institut', 'technolog', 'technolog', 'focus', 'colleg', 'atlanta', 'ga', 'one', 'top', 'research', 'univers', 'usa']","['georgia', 'tech']"
32,https://flurry.com,"Flurry is a mobile app analytics platform for Android & iOS that empowers product, development and growth experts to build better apps that users love.",Flurry | Mobile App Analytics Platform for Android & iOS,aman,"['flurri', 'mobil', 'app', 'analyt', 'platform', 'android', 'io', 'empow', 'product', 'develop', 'growth', 'expert', 'build', 'better', 'app', 'user', 'love']","['flurri', 'mobil', 'app', 'analyt', 'platform', 'android', 'io']"
33,https://theverge.com,"The Verge was founded in 2011 in partnership with Vox Media, and covers the intersection of technology, science, art, and culture. Its mission is to offer in-depth reporting and long-form feature stories, breaking news coverage, product information, and community content in a unified and cohesive manner. The site is powered by Vox Media's Chorus platform, a modern media stack built for web-native news in the 21st century.",The Verge,aman,"['verg', 'found', 'partnership', 'vox', 'media', 'cover', 'intersect', 'technolog', 'scienc', 'art', 'cultur', 'mission', 'offer', 'depth', 'report', 'long', 'form', 'featur', 'stori', 'break', 'news', 'coverag', 'product', 'inform', 'communiti', 'content', 'unifi', 'cohes', 'manner', 'site', 'power', 'vox', 'media', 'chorus', 'platform', 'modern', 'media', 'stack', 'built', 'web', 'nativ', 'news', 'st', 'centuri']",['verg']
34,https://sonymobile.com,"Temukan beragam produk berkualitas tinggi dari Sony dan teknologi yang mendukungnya, dapatkan akses instan ke toko dan Entertainment Network kami.",Sony Indonesia | Teknologi & Berita Terbaru | Elektronik | Hiburan | Sony ID,aman,"['temu', 'agam', 'produk', 'berkualita', 'soni', 'teknolog', 'dukung', 'aks', 'instan', 'toko', 'entertain', 'network']","['soni', 'indonesia', 'teknolog', 'berita', 'elektronik', 'hibur', 'soni', 'id']"
35,https://cars.com,"Shop new & used cars, research & compare models, find local dealers/sellers,calculate payments, value your car, sell/trade in your car & more at Cars.com.","New Cars, Used Cars, Car Dealers, Prices & Reviews | Cars.com",aman,"['shop', 'new', 'use', 'car', 'research', 'compar', 'model', 'find', 'local', 'dealers/sellerscalcul', 'payment', 'valu', 'car', 'sell/trad', 'car', 'carscom']","['new', 'car', 'use', 'car', 'car', 'dealer', 'price', 'review', 'carscom']"
36,https://carid.com,Car Accessories and replacement Auto Parts that define your vehicle's true identity. Check out our automotive aftermarket selection for the ride of your life!,"CARiD.com - Auto Parts & Accessories | Car, Truck, SUV, Jeep",aman,"['car', 'accessori', 'replac', 'auto', 'part', 'defin', 'vehicl', 'true', 'ident', 'check', 'automot', 'aftermarket', 'select', 'ride', 'life']","['caridcom', 'auto', 'part', 'accessori', 'car', 'truck', 'suv', 'jeep']"
37,https://ucl.ac.uk,UCL is consistently ranked as one of the top ten universities in the world (QS World University Rankings 2010-2022) and is No.2 in the UK for research power (Research Excellence Framework 2021).,UCL - London's Global University,aman,"['ucl', 'consist', 'rank', 'one', 'top', 'ten', 'univers', 'world', 'qs', 'world', 'univers', 'rank', 'uk', 'research', 'power', 'research', 'excel', 'framework']","['ucl', 'london', 'global', 'univers']"
38,https://intel.com,"Intel's innovation in cloud computing, data center, Internet of Things, and PC solutions is powering the smart and connected digital world we live in.","Intel | Data Center Solutions, IoT, and PC Innovation",aman,"['intel', 'innov', 'cloud', 'comput', 'data', 'center', 'internet', 'thing', 'pc', 'solut', 'power', 'smart', 'connect', 'digit', 'world', 'live']","['intel', 'data', 'center', 'solut', 'iot', 'pc', 'innov']"
39,https://radioshack.com,"The Shack Is Back! Shop Radios, Headphones, TV Antennas, Cables & Adapters, DIY Tools & Parts, Electronics Maker Kits, and much more brand new arrivals daily! Don't forget to visit any of our 450+ RadioShack locations across America!",RadioShack.com Official Site - America's Technology Store,aman,"['shack', 'back', 'shop', 'radio', 'headphon', 'tv', 'antenna', 'cabl', 'adapt', 'diy', 'tool', 'part', 'electron', 'maker', 'kit', 'much', 'brand', 'new', 'arriv', 'daili', 'n t', 'forget', 'visit', 'ani', 'radioshack', 'locat', 'across', 'america']","['radioshackcom', 'offici', 'site', 'america', 'technolog', 'store']"
40,https://popularmechanics.com,"Popular Mechanics inspires, instructs and influences readers to help them master the modern world, whether it's practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science.","Popular Mechanics - Product Reviews, How-To, Space, Military, Math, Science, and New Technology",aman,"['popular', 'mechan', 'inspir', 'instruct', 'influenc', 'reader', 'help', 'master', 'modern', 'world', 'whether', 'practic', 'diy', 'home', 'improv', 'tip', 'gadget', 'digit', 'technolog', 'inform', 'newest', 'car', 'latest', 'breakthrough', 'scienc']","['popular', 'mechan', 'product', 'review', 'space', 'militari', 'math', 'scienc', 'new', 'technolog']"
41,https://italki.com,"italki is the best language learning community. Here you can learn over 150 languages like English, Spanish, French, Chinese, etc. with professional online tutors.",Learn 150+ foreign languages with professional teachers online,aman,"['italki', 'best', 'languag', 'learn', 'communiti', 'learn', 'languag', 'like', 'english', 'spanish', 'french', 'chines', 'etc', 'profession', 'onlin', 'tutor']","['learn', 'foreign', 'languag', 'profession', 'teacher', 'onlin']"
42,https://nadaguides.com,"Research the latest new car prices, deals, used car values, specs and more. NADA Guides is the leader in accurate vehicle pricing and vehicle information.",New Car Prices and Used Car Book Values - NADAguides,aman,"['research', 'latest', 'new', 'car', 'price', 'deal', 'use', 'car', 'valu', 'spec', 'nada', 'guid', 'leader', 'accur', 'vehicl', 'price', 'vehicl', 'inform']","['new', 'car', 'price', 'use', 'car', 'book', 'valu', 'nadaguid']"
43,https://wiziq.com,Virtual Classroom and LMS Software to deliver live and self-paced online courses. Everything you need to teach and train online. Start now.,Virtual Classroom and LMS Software | WizIQ,aman,"['virtual', 'classroom', 'lms', 'softwar', 'deliv', 'live', 'self', 'pace', 'onlin', 'cours', 'everyth', 'need', 'teach', 'train', 'onlin', 'start']","['virtual', 'classroom', 'lms', 'softwar', 'wiziq']"
44,https://cuny.edu,The Greatest Urban University in the World,The City University of New York,aman,"['greatest', 'urban', 'univers', 'world']","['citi', 'univers', 'new', 'york']"
45,https://soft32.com,"Soft32, a pioneer of downloads and reviews website, delivers up-to-date software, free downloads and reviews for Windows, Mac, iPhone, iPad and Android.",Software Free Download - Soft32,aman,"['soft', 'pioneer', 'download', 'review', 'websit', 'deliv', 'date', 'softwar', 'free', 'download', 'review', 'window', 'mac', 'iphon', 'ipad', 'android']","['softwar', 'free', 'download', 'soft']"
46,https://utah.edu,"Founded in 1850, The University of Utah is the flagship institution of higher learning in Utah, and offers over 100 undergraduate and more than 90 graduate degree programs to over 30,000 students. As a preeminent research and teaching institution, the University cultivates an academic environment in which the highest standards of intellectual integrity and scholarship are practiced.",The University of Utah,aman,"['found', 'univers', 'utah', 'flagship', 'institut', 'higher', 'learn', 'utah', 'offer', 'undergradu', 'graduat', 'degre', 'program', 'student', 'preemin', 'research', 'teach', 'institut', 'univers', 'cultiv', 'academ', 'environ', 'highest', 'standard', 'intellectu', 'integr', 'scholarship', 'practic']","['univers', 'utah']"
47,https://indexmundi.com,IndexMundi is a data portal that gathers facts and statistics from multiple sources and turns them into easy to use visuals.,IndexMundi - Country Facts,aman,"['indexmundi', 'data', 'portal', 'gather', 'fact', 'statist', 'multipl', 'sourc', 'turn', 'easi', 'use', 'visual']","['indexmundi', 'countri', 'fact']"
48,https://phoenix.edu,University of Phoenix offers online degrees & courses aligned to 300+ occupations. Explore tuition-saving opportunities at our accredited online college!,"Online College, Affordable & Always On | University of Phoenix",aman,"['univers', 'phoenix', 'offer', 'onlin', 'degre', 'cours', 'align', 'occup', 'explor', 'tuition', 'save', 'opportun', 'accredit', 'onlin', 'colleg']","['onlin', 'colleg', 'afford', 'alway', 'univers', 'phoenix']"
49,https://harvard.edu,"Harvard University is devoted to excellence in teaching, learning, and research, and to developing leaders who make a difference globally.",Harvard University,aman,"['harvard', 'univers', 'devot', 'excel', 'teach', 'learn', 'research', 'develop', 'leader', 'make', 'differ', 'global']","['harvard', 'univers']"
50,https://britannica.com,"Explore the fact-checked online encyclopedia from Encyclopaedia Britannica with hundreds of thousands of objective articles, biographies, videos, and images from experts.",Encyclopedia Britannica | Britannica,aman,"['explor', 'fact', 'check', 'onlin', 'encyclopedia', 'encyclopaedia', 'britannica', 'hundr', 'thousand', 'object', 'articl', 'biographi', 'video', 'imag', 'expert']","['encyclopedia', 'britannica', 'britannica']"
51,https://mathworks.com,"MathWorks develops, sells, and supports MATLAB and Simulink products.",MathWorks - Makers of MATLAB and Simulink - MATLAB & Simulink,aman,"['mathwork', 'develop', 'sell', 'support', 'matlab', 'simulink', 'product']","['mathwork', 'maker', 'matlab', 'simulink', 'matlab', 'simulink']"
52,https://blackboard.com,"Blackboard is a leading global educational technology solution for Higher Ed, K-12, business, and government, connecting education to the power of technology.",Educational Technology Services | Blackboard | North America,aman,"['blackboard', 'lead', 'global', 'educ', 'technolog', 'solut', 'higher', 'ed', 'k', 'busi', 'govern', 'connect', 'educ', 'power', 'technolog']","['educ', 'technolog', 'servic', 'blackboard', 'north', 'america']"
53,https://oreillyauto.com,"Check out a variety of auto parts, supplies, and accessories for cars, trucks, and SUVs, as well as boats, trailers, ATVs, and lawn and garden equipment. Find an O'Reilly Auto Parts store near you, learn about store services, and view our current ad, coupons, and promotions. Get free shipping on orders $35.00+ and free in-store pickup for online orders.","O'Reilly Auto Parts | Auto Parts, Batteries & Stores Near You",aman,"['check', 'varieti', 'auto', 'part', 'suppli', 'accessori', 'car', 'truck', 'suv', 'well', 'boat', 'trailer', 'atv', 'lawn', 'garden', 'equip', 'find', ""o'reilli"", 'auto', 'part', 'store', 'near', 'learn', 'store', 'servic', 'view', 'current', 'ad', 'coupon', 'promot', 'get', 'free', 'ship', 'order', 'free', 'store', 'pickup', 'onlin', 'order']","[""o'reilli"", 'auto', 'part', 'auto', 'part', 'batteri', 'store', 'near']"
54,https://autocar.co.uk,"Car news, reviews, opinion and features from Autocar - the world's oldest car publication bringing you everything automotive since 1895",Autocar | Car News and Car Reviews,aman,"['car', 'news', 'review', 'opinion', 'featur', 'autocar', 'world', 'oldest', 'car', 'public', 'bring', 'everyth', 'automot', 'sinc']","['autocar', 'car', 'news', 'car', 'review']"
55,https://netcarshow.com,The latest car news as well as a look at the automotive past with the best car pictures and wallpapers.,Cars - All Makes. All Models. - NetCarShow.com,aman,"['latest', 'car', 'news', 'well', 'look', 'automot', 'past', 'best', 'car', 'pictur', 'wallpap']","['car', 'make', 'model', 'netcarshowcom']"
56,https://appleinsider.com,"For Apple News, Rumors, Reviews, Prices, and Deals, trust AppleInsider. Serving Apple product enthusiasts since 1997.","Apple News, Rumors, Reviews, Prices & Deals | AppleInsider",aman,"['appl', 'news', 'rumor', 'review', 'price', 'deal', 'trust', 'appleinsid', 'serv', 'appl', 'product', 'enthusiast', 'sinc']","['appl', 'news', 'rumor', 'review', 'price', 'deal', 'appleinsid']"
57,https://uwaterloo.ca,"With more than 42,000+ students attending annually, Waterloo is #1 in Canada for experiential learning and employer-student connections.",Home | University of Waterloo | University of Waterloo,aman,"['student', 'attend', 'annual', 'waterloo', 'canada', 'experienti', 'learn', 'employ', 'student', 'connect']","['home', 'univers', 'waterloo', 'univers', 'waterloo']"
58,https://maplin.co.uk,"We're back online with a huge range of Smart Home, Security, Gaming, AV, Computing, STEM & more. ✓ Free Home Delivery",maplin | the electronics specialist | FREE delivery over £20! | Maplin,aman,"['back', 'onlin', 'huge', 'rang', 'smart', 'home', 'secur', 'game', 'av', 'comput', 'stem', '', 'free', 'home', 'deliveri']","['maplin', 'electron', 'specialist', 'free', 'deliveri', '', 'maplin']"
59,https://cambridge.org,"We unlock the potential of millions of people. Our qualiﬁcations, assessments, academic publications and original research spread knowledge and spark enquiry.",Home | Cambridge University Press & Assessment,aman,"['unlock', 'potenti', 'million', 'peopl', 'qualiﬁc', 'assess', 'academ', 'public', 'origin', 'research', 'spread', 'knowledg', 'spark', 'enquiri']","['home', 'cambridg', 'univers', 'press', 'assess']"
60,https://spellingcity.com,Improve knowedge of vocabulary words with spelling practice from VocabularySpellingCity. Our engaging phonics games for kids help students become spelling masters.,Vocabulary Words - Spelling Practice - Phonics Games for Kids,aman,"['improv', 'knowedg', 'vocabulari', 'word', 'spell', 'practic', 'vocabularyspellingc', 'engag', 'phonic', 'game', 'kid', 'help', 'student', 'becom', 'spell', 'master']","['vocabulari', 'word', 'spell', 'practic', 'phonic', 'game', 'kid']"
61,https://livescience.com,"Live Science features groundbreaking developments in science, space, technology, health, the environment, our culture and history.","Live Science: The Most Interesting Articles, Mysteries & Discoveries",aman,"['live', 'scienc', 'featur', 'groundbreak', 'develop', 'scienc', 'space', 'technolog', 'health', 'environ', 'cultur', 'histori']","['live', 'scienc', 'interest', 'articl', 'mysteri', 'discoveri']"
62,https://nissanusa.com,"Shop online for the newest Nissan cars, trucks, crossovers, SUVs and electric vehicles. Explore offers, compare models, calculate payments and more.","New Cars, SUVs, Trucks & Electric Vehicles | Nissan USA",aman,"['shop', 'onlin', 'newest', 'nissan', 'car', 'truck', 'crossov', 'suv', 'electr', 'vehicl', 'explor', 'offer', 'compar', 'model', 'calcul', 'payment']","['new', 'car', 'suv', 'truck', 'electr', 'vehicl', 'nissan', 'usa']"
63,https://acs.org,"ACS is one of the world’s largest scientific societies and the premier home of chemistry professionals. Find career opportunities, educational resources and more.",American Chemical Society,aman,"['ac', 'one', 'world', '', 'largest', 'scientif', 'societi', 'premier', 'home', 'chemistri', 'profession', 'find', 'career', 'opportun', 'educ', 'resourc']","['american', 'chemic', 'societi']"
64,https://sfsu.edu,"Official site of San Francisco State University, a public urban university with a conscience located in one of the world's most vibrant and beautiful cities. Begin your college search here for world-class undergraduate study, graduate study, scholarly research and community service learning.",San Francisco State University,aman,"['offici', 'site', 'san', 'francisco', 'state', 'univers', 'public', 'urban', 'univers', 'conscienc', 'locat', 'one', 'world', 'vibrant', 'beauti', 'citi', 'begin', 'colleg', 'search', 'world', 'class', 'undergradu', 'studi', 'graduat', 'studi', 'scholar', 'research', 'communiti', 'servic', 'learn']","['san', 'francisco', 'state', 'univers']"
65,https://appadvice.com,Latest iPhone/iPad App News and Reviews,AppAdvice - Latest iOS News And Reviews,aman,"['latest', 'iphone ipad', 'app', 'news', 'review']","['appadvic', 'latest', 'io', 'news', 'review']"
66,https://geforce.com,"The world's most advanced graphics cards, gaming solutions, and gaming technology - from NVIDIA GeForce.","GeForce.com Official Site: RTX Graphics Cards, VR, Gaming, Laptops",aman,"['world', 'advanc', 'graphic', 'card', 'game', 'solut', 'game', 'technolog', 'nvidia', 'geforc']","['geforcecom', 'offici', 'site', 'rtx', 'graphic', 'card', 'vr', 'game', 'laptop']"
67,https://ucsb.edu,UC Santa Barbara is a leading center for teaching and research located on the California coast - truly a learning and living environment like no other!,Home | UC Santa Barbara,aman,"['uc', 'santa', 'barbara', 'lead', 'center', 'teach', 'research', 'locat', 'california', 'coast', 'truli', 'learn', 'live', 'environ', 'like']","['home', 'uc', 'santa', 'barbara']"
68,https://thecarconnection.com,"Get the inside scoop on new cars: car reviews, car photos, test drive results, technical specs and more. Comprehensive car reviews from auto experts. Get expert opinions from new car test drives. Find cool cars and get inside exclusives on hot concept cars, spy shots with auto show blogging coverage and daily automotive industry news.","New Cars, Car Reviews, Car Shows, Car Photos - The Car Connection",aman,"['get', 'insid', 'scoop', 'new', 'car', 'car', 'review', 'car', 'photo', 'test', 'drive', 'result', 'technic', 'spec', 'comprehens', 'car', 'review', 'auto', 'expert', 'get', 'expert', 'opinion', 'new', 'car', 'test', 'drive', 'find', 'cool', 'car', 'get', 'insid', 'exclus', 'hot', 'concept', 'car', 'spi', 'shot', 'auto', 'show', 'blog', 'coverag', 'daili', 'automot', 'industri', 'news']","['new', 'car', 'car', 'review', 'car', 'show', 'car', 'photo', 'car', 'connect']"
