url,description,title,label
https://manchester.ac.uk,"['part', 'prestigious', 'russell', 'group', 'university', 'university', 'manchester', 'large', 'single', 'site', 'university', 'uk', 'big', 'student', 'community']","['university', 'manchester']",aman
https://idownloadblog.com,"['best', 'apple', 'blog', 'provide', 'news', 'review', 'tutorial', 'jailbreak', 'info', 'everything', 'iphone', 'ipad', 'apple', 'watch', 'apple', 'tv', 'mac', 'io']","['idownloadblog', '', 'apple', 'blog', 'iphone', '', 'watch', '', 'io', '', 'mac']",aman
https://infoworld.com,"['business', 'technology', 'news', 'product', 'review', 'enterprise', 'strategy']","['infoworld', 'technology', 'insight', 'enterprise']",aman
https://wolfram.com,"['wolfram', 'creator', 'wolfram', 'language', 'wolframalpha', 'mathematica', 'development', 'platform', 'data', 'science', 'platform', 'finance', 'platform', 'systemmodeler']","['wolfram', 'computation', 'meet', 'knowledge']",aman
https://unc.edu,"['university', 'north', 'carolina', 'chapel', 'hill', 'nation', '', 'first', 'public', 'university', 'global', 'high', 'education', 'leader', 'know', 'innovative', 'teach', 'research', 'public', 'service', 'member', 'prestigious', 'association', 'american', 'university', 'carolina', 'regularly', 'rank', 'best', 'value', 'academic', 'quality', 'u', 'public', 'high', 'education']","['university', 'north', 'carolina', 'chapel', 'hill']",aman
https://gottabemobile.com,"['help', 'million', 'people', 'get', 'device', 'decide', 'one', 'worth', 'buying', 'cover', 'iphone', 'android', 'mac', 'pc', 'amazon']","['get', 'ta', 'mobile', 'mobile', 'tech', 'news', 'review', 'advice']",aman
https://thehackernews.com,"['hacker', 'news', 'trust', 'widely', 'read', 'infosec', 'source', 'late', 'hack', 'news', 'cyber', 'attack', 'computer', 'security', 'cybersecurity', 'ethical', 'hacker', 'penetration', 'tester', 'information', 'technology', 'professional']","['hacker', 'news', 'cybersecurity', 'news', 'analysis']",aman
https://quotegarden.com,"['large', 'searchable', 'compilation', 'quotation', 'arrange', 'topic', 'inspirational', 'thought', 'provoke', 'humorous', 'literary', 'special', 'occasion', 'quote']","['quote', 'garden']",aman
https://popsci.com,"['awe', 'inspire', 'science', 'reporting', 'technology', 'news', 'diy', 'project', 'skunk', 'space', 'robot', 'primate', 'climate', 'popular', 'science', 'year', 'strong']","['popular', 'science', 'homepage', 'popular', 'science']",aman
https://unsw.edu.au,"['unsw', 'ranked', 'nd', 'australia', 'th', 'world', 'graduate', 'employability', 'browse', 'range', 'study', 'option', 'find', 'perfect', 'one']","['unsw', 'sydney', 'one', 'best', 'university', 'australia']",aman
https://collegeconfidential.com,"['real', 'unfiltered', 'guidance', 'apply', 'college', 'explore', 'major', 'career']","['admission', 'college', 'search', 'college', 'confidential']",aman
https://bose.com,"['official', 'bose', 'website', 'learn', 'innovative', 'solution', 'help', 'feel', 'shop', 'headphone', 'speaker', 'wearable', 'wellness', 'product']","['bose', 'headphone', 'speaker', 'wearable']",aman
https://slashgear.com,"['slashgear', 'cover', 'technology', 'science', 'automotive', 'game', 'entertainment', 'bring', 'thought', 'provoke', 'independent', 'insight', 'since']",['slashgear'],aman
https://newscientist.com,"['science', 'news', 'science', 'article', 'new', 'scientist']","['new', 'scientist', 'science', 'news', 'science', 'article', 'new', 'scientist']",aman
https://mac-forums.com,"['apple', 'io', 'help', 'fix', 'mac', 'iphone', 'ipad', 'buying', 'tip', 'mac', 'forum']","['mac', 'forum']",aman
https://nature.com,"['first', 'publish', 'nature', 'world', '', 'lead', 'multidisciplinary', 'science', 'journal', 'nature', 'publishes', 'fine', 'peer', 'review', 'research', 'drive', 'ground', 'break', 'discovery', 'read', 'thought', 'leader', 'decision', 'maker', 'around', 'world']",['nature'],aman
https://wolframalpha.com,"['compute', 'answer', 'use', 'wolfram', 'breakthrough', 'technology', 'knowledgebase', 'rely', 'million', 'student', 'professional', 'math', 'science', 'nutrition', 'history', 'geography', 'engineering', 'mathematics', 'linguistics', 'sport', 'finance', 'music']","['wolframalpha', 'computational', 'intelligence']",aman
https://sammobile.com,"['sammobilecom', 'community', 'true', 'samsung', 'fan', 'share', 'news', 'review', 'tutorial', 'hand', 'ky', 'firmware', 'lot']","['sammobile', 'source', 'samsung', 'news']",aman
https://gatech.edu,"['georgia', 'tech', 'georgia', 'institute', 'technology', 'technology', 'focus', 'college', 'atlanta', 'ga', 'one', 'top', 'research', 'university', 'usa']","['georgia', 'tech']",aman
https://flurry.com,"['flurry', 'mobile', 'app', 'analytics', 'platform', 'android', 'io', 'empowers', 'product', 'development', 'growth', 'expert', 'build', 'well', 'apps', 'user', 'love']","['flurry', 'mobile', 'app', 'analytics', 'platform', 'android', 'io']",aman
https://theverge.com,"['verge', 'found', 'partnership', 'vox', 'medium', 'cover', 'intersection', 'technology', 'science', 'art', 'culture', 'mission', 'offer', 'depth', 'reporting', 'long', 'form', 'feature', 'story', 'break', 'news', 'coverage', 'product', 'information', 'community', 'content', 'unified', 'cohesive', 'manner', 'site', 'power', 'vox', 'medium', 'chorus', 'platform', 'modern', 'medium', 'stack', 'built', 'web', 'native', 'news', 'st', 'century']",['verge'],aman
https://sonymobile.com,"['temu', 'agam', 'produk', 'kualitas', 'sony', 'teknologi', 'dukung', 'ak', 'instan', 'toko', 'entertainment', 'network']","['sony', 'indonesia', 'teknologi', 'berita', 'elektronik', 'hibur', 'sony', 'id']",aman
https://cars.com,"['shop', 'new', 'use', 'car', 'research', 'compare', 'model', 'find', 'local', 'dealers sellerscalculate', 'payment', 'value', 'car', 'sell trade', 'car', 'carscom']","['new', 'car', 'use', 'car', 'car', 'dealer', 'price', 'review', 'carscom']",aman
https://carid.com,"['car', 'accessory', 'replacement', 'auto', 'part', 'define', 'vehicle', 'true', 'identity', 'check', 'automotive', 'aftermarket', 'selection', 'ride', 'life']","['caridcom', 'auto', 'part', 'accessory', 'car', 'truck', 'suv', 'jeep']",aman
https://ucl.ac.uk,"['ucl', 'consistently', 'ranked', 'one', 'top', 'ten', 'university', 'world', 'q', 'world', 'university', 'ranking', 'uk', 'research', 'power', 'research', 'excellence', 'framework']","['ucl', 'london', 'global', 'university']",aman
https://intel.com,"['intel', 'innovation', 'cloud', 'compute', 'data', 'center', 'internet', 'thing', 'pc', 'solution', 'power', 'smart', 'connect', 'digital', 'world', 'live']","['intel', 'data', 'center', 'solution', 'iot', 'pc', 'innovation']",aman
https://radioshack.com,"['shack', 'back', 'shop', 'radio', 'headphone', 'tv', 'antenna', 'cable', 'adapter', 'diy', 'tool', 'part', 'electronics', 'maker', 'kit', 'much', 'brand', 'new', 'arrival', 'daily', 'n t', 'forget', 'visit', 'radioshack', 'location', 'across', 'america']","['radioshackcom', 'official', 'site', 'america', 'technology', 'store']",aman
https://popularmechanics.com,"['popular', 'mechanic', 'inspires', 'instructs', 'influence', 'reader', 'help', 'master', 'modern', 'world', 'whether', 'practical', 'diy', 'home', 'improvement', 'tip', 'gadget', 'digital', 'technology', 'information', 'new', 'car', 'late', 'breakthrough', 'science']","['popular', 'mechanic', 'product', 'review', 'space', 'military', 'math', 'science', 'new', 'technology']",aman
https://italki.com,"['italki', 'best', 'language', 'learn', 'community', 'learn', 'language', 'like', 'english', 'spanish', 'french', 'chinese', 'etc', 'professional', 'online', 'tutor']","['learn', 'foreign', 'language', 'professional', 'teacher', 'online']",aman
https://nadaguides.com,"['research', 'late', 'new', 'car', 'price', 'deal', 'use', 'car', 'value', 'spec', 'nada', 'guide', 'leader', 'accurate', 'vehicle', 'pricing', 'vehicle', 'information']","['new', 'car', 'price', 'use', 'car', 'book', 'value', 'nadaguides']",aman
https://wiziq.com,"['virtual', 'classroom', 'lm', 'software', 'deliver', 'live', 'self', 'pace', 'online', 'course', 'everything', 'need', 'teach', 'train', 'online', 'start']","['virtual', 'classroom', 'lm', 'software', 'wiziq']",aman
https://cuny.edu,"['great', 'urban', 'university', 'world']","['city', 'university', 'new', 'york']",aman
https://soft32.com,"['soft', 'pioneer', 'downloads', 'review', 'website', 'delivers', 'date', 'software', 'free', 'downloads', 'review', 'window', 'mac', 'iphone', 'ipad', 'android']","['software', 'free', 'download', 'soft']",aman
https://utah.edu,"['found', 'university', 'utah', 'flagship', 'institution', 'high', 'learn', 'utah', 'offer', 'undergraduate', 'graduate', 'degree', 'program', 'student', 'preeminent', 'research', 'teach', 'institution', 'university', 'cultivates', 'academic', 'environment', 'high', 'standard', 'intellectual', 'integrity', 'scholarship', 'practice']","['university', 'utah']",aman
https://indexmundi.com,"['indexmundi', 'data', 'portal', 'gather', 'fact', 'statistic', 'multiple', 'source', 'turn', 'easy', 'use', 'visuals']","['indexmundi', 'country', 'fact']",aman
https://phoenix.edu,"['university', 'phoenix', 'offer', 'online', 'degree', 'course', 'align', 'occupation', 'explore', 'tuition', 'save', 'opportunity', 'accredit', 'online', 'college']","['online', 'college', 'affordable', 'always', 'university', 'phoenix']",aman
https://harvard.edu,"['harvard', 'university', 'devote', 'excellence', 'teach', 'learn', 'research', 'develop', 'leader', 'make', 'difference', 'globally']","['harvard', 'university']",aman
https://britannica.com,"['explore', 'fact', 'checked', 'online', 'encyclopedia', 'encyclopaedia', 'britannica', 'hundred', 'thousand', 'objective', 'article', 'biography', 'video', 'image', 'expert']","['encyclopedia', 'britannica', 'britannica']",aman
https://mathworks.com,"['mathworks', 'develops', 'sell', 'support', 'matlab', 'simulink', 'product']","['mathworks', 'maker', 'matlab', 'simulink', 'matlab', 'simulink']",aman
https://blackboard.com,"['blackboard', 'lead', 'global', 'educational', 'technology', 'solution', 'high', 'ed', 'k', 'business', 'government', 'connect', 'education', 'power', 'technology']","['educational', 'technology', 'service', 'blackboard', 'north', 'america']",aman
https://oreillyauto.com,"['check', 'variety', 'auto', 'part', 'supply', 'accessory', 'car', 'truck', 'suv', 'well', 'boat', 'trailer', 'atvs', 'lawn', 'garden', 'equipment', 'find', 'o reilly', 'auto', 'part', 'store', 'near', 'learn', 'store', 'service', 'view', 'current', 'ad', 'coupon', 'promotion', 'get', 'free', 'shipping', 'order', 'free', 'store', 'pickup', 'online', 'order']","['o reilly', 'auto', 'part', 'auto', 'part', 'battery', 'store', 'near']",aman
https://autocar.co.uk,"['car', 'news', 'review', 'opinion', 'feature', 'autocar', 'world', 'old', 'car', 'publication', 'bring', 'everything', 'automotive', 'since']","['autocar', 'car', 'news', 'car', 'review']",aman
https://netcarshow.com,"['late', 'car', 'news', 'well', 'look', 'automotive', 'past', 'best', 'car', 'picture', 'wallpaper']","['car', 'make', 'model', 'netcarshowcom']",aman
https://appleinsider.com,"['apple', 'news', 'rumor', 'review', 'price', 'deal', 'trust', 'appleinsider', 'serve', 'apple', 'product', 'enthusiast', 'since']","['apple', 'news', 'rumor', 'review', 'price', 'deal', 'appleinsider']",aman
https://uwaterloo.ca,"['student', 'attend', 'annually', 'waterloo', 'canada', 'experiential', 'learn', 'employer', 'student', 'connection']","['home', 'university', 'waterloo', 'university', 'waterloo']",aman
https://maplin.co.uk,"['back', 'online', 'huge', 'range', 'smart', 'home', 'security', 'game', 'av', 'compute', 'stem', '', 'free', 'home', 'delivery']","['maplin', 'electronics', 'specialist', 'free', 'delivery', '', 'maplin']",aman
https://cambridge.org,"['unlock', 'potential', 'million', 'people', 'quali cations', 'assessment', 'academic', 'publication', 'original', 'research', 'spread', 'knowledge', 'spark', 'enquiry']","['home', 'cambridge', 'university', 'press', 'assessment']",aman
https://spellingcity.com,"['improve', 'knowedge', 'vocabulary', 'word', 'spell', 'practice', 'vocabularyspellingcity', 'engage', 'phonics', 'game', 'kid', 'help', 'student', 'become', 'spell', 'master']","['vocabulary', 'word', 'spell', 'practice', 'phonics', 'game', 'kid']",aman
https://livescience.com,"['live', 'science', 'feature', 'groundbreaking', 'development', 'science', 'space', 'technology', 'health', 'environment', 'culture', 'history']","['live', 'science', 'interest', 'article', 'mystery', 'discovery']",aman
https://nissanusa.com,"['shop', 'online', 'new', 'nissan', 'car', 'truck', 'crossover', 'suv', 'electric', 'vehicle', 'explore', 'offer', 'compare', 'model', 'calculate', 'payment']","['new', 'car', 'suv', 'truck', 'electric', 'vehicle', 'nissan', 'usa']",aman
https://acs.org,"['ac', 'one', 'world', '', 'large', 'scientific', 'society', 'premier', 'home', 'chemistry', 'professional', 'find', 'career', 'opportunity', 'educational', 'resource']","['american', 'chemical', 'society']",aman
https://sfsu.edu,"['official', 'site', 'san', 'francisco', 'state', 'university', 'public', 'urban', 'university', 'conscience', 'locate', 'one', 'world', 'vibrant', 'beautiful', 'city', 'begin', 'college', 'search', 'world', 'class', 'undergraduate', 'study', 'graduate', 'study', 'scholarly', 'research', 'community', 'service', 'learn']","['san', 'francisco', 'state', 'university']",aman
https://appadvice.com,"['late', 'iphone ipad', 'app', 'news', 'review']","['appadvice', 'late', 'io', 'news', 'review']",aman
https://geforce.com,"['world', 'advanced', 'graphic', 'card', 'game', 'solution', 'game', 'technology', 'nvidia', 'geforce']","['geforcecom', 'official', 'site', 'rtx', 'graphic', 'card', 'vr', 'game', 'laptop']",aman
https://ucsb.edu,"['uc', 'santa', 'barbara', 'lead', 'center', 'teach', 'research', 'locate', 'california', 'coast', 'truly', 'learn', 'living', 'environment', 'like']","['home', 'uc', 'santa', 'barbara']",aman
https://thecarconnection.com,"['get', 'inside', 'scoop', 'new', 'car', 'car', 'review', 'car', 'photo', 'test', 'drive', 'result', 'technical', 'spec', 'comprehensive', 'car', 'review', 'auto', 'expert', 'get', 'expert', 'opinion', 'new', 'car', 'test', 'drive', 'find', 'cool', 'car', 'get', 'inside', 'exclusive', 'hot', 'concept', 'car', 'spy', 'shot', 'auto', 'show', 'blogging', 'coverage', 'daily', 'automotive', 'industry', 'news']","['new', 'car', 'car', 'review', 'car', 'show', 'car', 'photo', 'car', 'connection']",aman
https://quickonlinetips.com,"['top', 'tech', 'blog', 'publishing', 'blogging', 'tip', 'smart', 'tech', 'web', 'tutorial', 'since']","['quick', 'online', 'tip', '', 'qot']",aman
https://honda.com,"['explore', 'innovative', 'line', 'quality', 'product', 'american', 'honda', 'motor', 'company', 'find', 'late', 'news', 'information', 'honda', 'acura', 'brand', 'product']","['american', 'honda', 'motor', 'co', 'inc', 'official', 'site']",aman
https://harley-davidson.com,"['situs', 'resmi', 'harley', 'davidson', 'motor', 'company', 'lihat', 'motor', 'harley', 'cari', 'dealer', 'telusur', 'komponen', 'lengkap', 'motor']","['harley', 'davidson', 'indonesia']",aman
https://udemy.com,"['udemy', 'online', 'learn', 'teach', 'marketplace', 'course', 'million', 'student', 'learn', 'program', 'marketing', 'data', 'science']","['online', 'course', 'learn', 'anything', 'schedule', 'udemy']",aman
https://researchgate.net,"['access', 'million', 'publication', 'connect', 'million', 'researcher', 'join', 'free', 'gain', 'visibility', 'upload', 'research']","['researchgate', 'find', 'share', 'research']",aman
https://brainyquote.com,"['share', 'collection', 'inspirational', 'famous', 'quote', 'author', 'know', 'love', 'share', 'quote', 'day', 'web', 'facebook', 'twitter', 'blog']","['inspirational', 'quote', 'brainyquote']",aman
https://androidcentral.com,"['buyer', '', 'guide', 'best', 'android', 'phone', 'deal', 'news', 'review', 'android', 'central', 'cover', 'smartphones', 'watch', 'tablet', 'chromeos', 'device', 'google', 'home', 'compatible', 'peripheral', 'smart', 'world', 'living', 'read', 'android', 'central']","['android', 'central', 'news', 'review', 'deal', 'help', 'android', 'device']",aman
https://space.com,"['get', 'late', 'space', 'exploration', 'innovation', 'astronomy', 'news', 'spacecom', 'celebrates', 'humanity', 'ongoing', 'expansion', 'across', 'final', 'frontier']","['spacecom', 'nasa', 'space', 'exploration', 'astronomy', 'news']",aman
https://seagate.com,"['seagate', 'bantu', 'dunia', 'simpan', 'data', 'manfaat', 'potensi', 'terobos', 'layan', 'simpan', 'cloud', 'sistem', 'hard', 'disk', 'hard', 'disk', 'solid', 'state', 'solusi', 'manajemen', 'data', 'lengkap']","['unggul', 'solusi', 'simpan', 'data', 'seagate', 'indonesia']",aman
https://uiowa.edu,"['join', 'global', 'community', 'renowned', 'artist', 'pioneer', 'scientist', 'faculty', 'dedicate', 'student', 'success', 'university', 'iowa']","['university', 'iowa']",aman
https://ti.com,"['texas', 'instrument', 'make', 'progress', 'possible', 'decade', 'global', 'semiconductor', 'company', 'design', 'manufacture', 'test', 'sell', 'analog', 'embed', 'processing', 'chip']","['analog', 'embed', 'processing', 'semiconductor', 'company', 'ticom']",aman
https://usgs.gov,"['provide', 'science', 'natural', 'hazard', 'threaten', 'life', 'livelihood', '', 'water', 'energy', 'mineral', 'natural', 'resource', 'rely', '', 'health', 'ecosystem', 'environment', '', 'impact', 'climate', 'land', 'use', 'change', 'scientist', 'develop', 'new', 'method', 'tool', 'supply', 'timely', 'relevant', 'useful', 'information', 'earth', 'process']","['usgsgov', 'science', 'change', 'world']",aman
https://tomsguide.com,"['tom', 'guide', 'upgrade', 'life', 'help', 'decide', 'tech', 'buy', 'show', 'get', 'solve', 'problem', 'arise', 'tom', 'guide', 'help']","['tom', 'guide', 'tech', 'product', 'review', 'top', 'pick']",aman
https://vw.com,"['find', 'new', 'german', 'engineer', 'vw', 'today', 'customize', 'vw', 'model', 'engine', 'color', 'feature', 'base', 'budget', 'come', 'see', 'new']","['vwcom', 'official', 'home', 'volkswagen', 'car', 'suv']",aman
https://ubc.ca,"['university', 'british', 'columbia', 'global', 'centre', 'research', 'teach', 'consistently', 'ranked', 'among', 'top', 'public', 'university', 'world']","['university', 'british', 'columbia']",aman
https://mbusa.com,"['mercedes', 'benz', 'combine', 'luxury', 'performance', 'across', 'full', 'line', 'model', 'include', 'luxury', 'sedan', 'suv', 'coupe', 'roadster', 'convertible']","['luxury', 'car', 'sedan', 'suv', 'coupe', 'wagon', 'mercedes', 'benz', 'usa']",aman
https://si.edu,"['official', 'website', 'smithsonian', 'world', 'large', 'museum', 'research', 'complex', 'museum', 'research', 'center', 'affiliate', 'around', 'world']","['smithsonian', 'institution', 'home']",aman
https://oup.com,['home'],"['oxford', 'university', 'press', 'homepage']",aman
https://geeksaresexy.net,"['tech', 'science', 'cosplay', 'news', 'geek', 'geek', 'make', 'technology', 'sexy']","['geek', 'sexy', 'technology', 'newsgeeks', 'sexy', 'technology', 'news', 'tech', 'science', 'cosplay', 'news', 'geek', 'geek', 'make', 'technology', 'sexy']",aman
https://eslcafe.com,"['since', 'dave', 'esl', 'cafe', 'meeting', 'place', 'esl efl', 'student', 'teacher', 'around', 'world', 'job', 'resume', 'database', 'forum', 'resource']","['home', 'page', 'esl']",aman
https://bibsonomy.org,"['blue', 'social', 'bookmark', 'publication', 'share', 'system']",['bibsonomy'],aman
https://ucsc.edu,"['world', 'class', 'public', 'research', 'institution', 'comprise', 'ten', 'residential', 'college', 'community', 'nestle', 'redwood', 'forest', 'meadow', 'overlook', 'central', 'california', 'monterey', 'bay']","['university', 'california', 'santa', 'cruz']",aman
https://craftsy.com,"['craftsy', 'online', 'resource', 'creative', 'maker', 'find', 'everything', 'need', '', 'basic', 'instruction', 'advanced', 'technique']","['craftsycom', 'express', 'creativity', 'engage', 'passion', 'craftsy', 'learn', 'make', 'something', 'beautiful']",aman
https://otterbox.com,"['otterbox', 'design', 'protective', 'stylish', 'phone', 'case', 'well', 'best', 'premium', 'cooler', 'accessory', 'shop', 'see', 'otterbox', 'enables', 'everyday']","['otterbox', 'case', 'accessory', 'outdoor', 'gear']",aman
https://appbrain.com,"['grow', 'app', 'business', 'appbrain', 'monetize', 'advertise', 'analyze', 'android', 'apps']","['monetize', 'advertise', 'analyze', 'android', 'apps', 'appbraincom']",aman
https://coursera.org,"['learn', 'online', 'earn', 'valuable', 'credential', 'top', 'university', 'like', 'yale', 'michigan', 'stanford', 'lead', 'company', 'like', 'google', 'ibm', 'join', 'coursera', 'free', 'transform', 'career', 'degree', 'certificate', 'specialization', 'moocs', 'data', 'science', 'computer', 'science', 'business', 'dozen', 'topic']","['coursera', 'online', 'course', 'credential', 'top', 'educator', 'join', 'free']",aman
https://mashable.com,"['mashable', 'global', 'multi', 'platform', 'medium', 'entertainment', 'company']",['mashable'],aman
https://mapquest.com,"['official', 'mapquest', 'website', 'find', 'drive', 'direction', 'map', 'live', 'traffic', 'update', 'road', 'condition', 'find', 'nearby', 'business', 'restaurant', 'hotel', 'explore']","['official', 'mapquest', 'map', 'drive', 'direction', 'live', 'traffic']",aman
https://academia.edu,"['academiaedu', 'place', 'share', 'follow', 'research']","['academiaedu', 'share', 'research']",aman
https://readwrite.com,"['blog', 'thing']","['readwrite', 'blog', 'thing']",aman
https://ets.org,"['ets', 'commit', 'advance', 'quality', 'equity', 'education', 'people', 'worldwide', 'assessment', 'development', 'educational', 'research', 'policy', 'study']","['ets', 'home']",aman
https://samsung.com,"['samsung', 'store', 'indonesia', 'bantu', 'temu', 'jajar', 'produk', 'elektronik', 'teknologi', 'masuk', 'smartphone', 'tablet', 'tv', 'alat', 'rumah', 'tangga']","['samsung', 'indonesia', 'mobile', 'tv', 'home', 'appliance']",aman
https://citeulike.org,"['discover', 'top', 'real', 'money', 'gamble', 'site', 'rating', 'review', 'player', 'online', 'casino', 'game', 'lottery', 'bingo', 'online', 'poker', 'sport', 'bet', 'esports']","['gamble', 'site', 'real', 'money', 'best', 'online', 'gamble', 'site']",aman
https://cargurus.com,"['unbiased', 'car', 'review', 'million', 'opinion', 'photo', 'real', 'people', 'use', 'cargurus', 'find', 'best', 'use', 'car', 'deal']","['buy', 'sell', 'car', 'review', 'price', 'financing', 'cargurus']",aman
https://jalopnik.com,"['drive', 'free', 'die']",['jalopnik'],aman
https://searchquotes.com,"['best', 'collection', 'famous', 'quote', 'saying', 'web', 'quote', 'famous', 'author', 'movie', 'people', 'amaze', 'quote', 'bring', 'inspiration', 'personal', 'growth', 'love', 'happiness', 'everyday', 'life']","['quote', 'saying', 'searchquotes']",aman
https://sciencemag.org,"['science aaas', 'peer', 'review', 'journal', 'deliver', 'impactful', 'research', 'daily', 'news', 'expert', 'commentary', 'career', 'resource']","['science', 'aaa']",aman
https://topspeed.com,"['topspeed', 'offer', 'daily', 'industry', 'news', 'review', 'car', 'truck', 'motorcycle', 'boat', 'airplane']","['car', 'news', 'review', 'video', 'wallpaper', 'picture', 'free', 'online', 'game', 'top', 'speed']",aman
https://pistonheads.com,"['uk', 'big', 'motor', 'forum', 'plus', 'best', 'selection', 'car', 'sale', 'car', 'news', 'feature', 'pistonheads', 'speed', 'matter']","['pistonheads', 'uk', 'car', 'sale', 'car', 'news', 'motor', 'forum']",aman
https://dmv.org,"['dmvorg', 'make', 'understand', 'department', 'motor', 'vehicle', 'simple', 'get', 'quick', 'access', 'dmv', 'location', 'hour', 'appointment', 'renewal', 'form', 'practice', 'test']","['dmv', 'make', 'simple', 'dmvorg']",aman
https://osu.edu,"['discover', 'ohio', 'state', 'high', 'ranked', 'public', 'university', 'ohio', 'home', 'wexner', 'medical', 'center', 'world', 'class', 'graduate', 'undergraduate', 'program']","['ohio', 'state', 'university']",aman
https://netgear.com,"['netgear', 'turn', 'idea', 'innovative', 'networking', 'product', 'connect', 'people', 'power', 'business', 'advance', 'way', 'live', 'easy', 'use', 'powerful', 'smart']","['netgear', 'networking', 'product', 'make']",aman
https://jhu.edu,"['john', 'hopkins', 'found', 'america', 'first', 'research', 'university', 'home', 'nine', 'world', 'class', 'academic', 'division', 'work', 'together', 'one', 'university']","['home', 'john', 'hopkins', 'university']",aman
https://ford.com,"['ford', 'built', 'america', 'discover', 'late', 'lineup', 'new', 'ford', 'vehicle', 'explore', 'hybrid', 'electric', 'vehicle', 'option', 'see', 'photo', 'build', 'price', 'search', 'inventory', 'view', 'pricing', 'incentive', 'see', 'late', 'technology', 'news', 'happen', 'ford']","['ford', 'new', 'hybrid', 'electric', 'vehicle', 'suv', 'crossover', 'truck', 'van', 'car']",aman
https://techpowerup.com,"['lead', 'tech', 'publication', 'fast', 'news', 'thorough', 'review', 'strong', 'community']",['techpowerup'],aman
https://autosport.com,"['daily', 'formula', 'motorsport', 'news', 'lead', 'weekly', 'motor', 'race', 'magazine', 'authority', 'formula', 'one', 'f', 'motogp', 'wrc', 'indycar', 'f', 'wec', 'le', 'man', 'nascar']","['autosport', 'formula', 'motogp', 'motorsport', 'news', 'standing']",aman
https://libertymutual.com,"['get', 'free', 'insurance', 'quote', 'online', 'liberty', 'mutual', 'bundle', 'policy', 'save', 'auto', 'renter', 'home', 'motorcycle']","['customize', 'insurance', 'coverage', 'liberty', 'mutual']",aman
https://toyota.com,"['explore', 'new', 'toyota', 'truck', 'car', 'suv', 'hybrid', 'minivan', 'see', 'photo', 'compare', 'model', 'get', 'tip', 'calculate', 'payment']","['new', 'car', 'truck', 'suv', 'hybrid', 'toyota', 'official', 'site']",aman
https://chevrolet.com,"['official', 'chevrolet', 'site', 'see', 'chevy', 'car', 'truck', 'crossover', 'amp', '', 'suv', 'see', 'photos videos', 'find', 'vehicle', 'compare', 'competitor', 'build', 'chevy', 'amp', '']","['chevrolet', 'car', 'truck', 'suv', 'crossover', 'van']",aman
